File Name,Mean,Standard Deviation
Levy_2007_PMID_17327914\GSE6302_set09_family.pcl,0.00714577416797222,0.45380226352664144
Levy_2007_PMID_17327914\GSE6302_set10_family.pcl,0.003583046634601639,0.4457390168877053
Liko_2007_PMID_17616518\GSE8379_setA_family.pcl,0.08369666683608736,0.7558868171609635
Medintz_2007_PMID_17700863\GSE7820_set0_family.pcl,0.08293728714066029,0.5781683693156093
Medintz_2007_PMID_17700863\GSE7820_set1_family.pcl,0.026001895597451297,0.5903250763435091
Medintz_2007_PMID_17700863\GSE7820_setA_family.pcl,0.025795009479951683,0.51558129987017
Menacho-Marquez_2007_PMID_17890903\GSE8111_setA_family.pcl,0.08862341250233895,1.465508265227814
Mendes-Ferreira_2007_PMID_17601813\GSE5842_set0_family.pcl,0.3645312577284393,0.38668877002073054
Mutiu_2007_PMID_17447102\GSE6316_setA_family.pcl,0.009239015944085492,0.6191001795250484
Mutiu_2007_PMID_17660562\GSE6847_setA_family.pcl,0.005673333492664652,0.8218070345794593
Parra_2007_PMID_17724083\GSE7337_setA_family.pcl,0.12039209278954179,0.653043837175495
Parra_2007_PMID_17724083\GSE7338_setA_family.pcl,0.12059582937991727,0.6664379579451242
Smith_2007_PMID_17551510\GSE5862_set0_family.pcl,0.1251903480414274,0.33509260436891103
