,Name,+/-,Folds,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
19,YHR172W YCR084C,0.0,NA,7.656570350104789e-23,324,3231,19,1,0.09594405594405594,0.09113924050632911,0.9969230769230769,0.9941538461538462,0.005846153846153846
20,YLR251W YKL043W,0.0,NA,7.972909883985656e-23,324,3230,20,1,0.09622377622377623,0.0911648846370287,0.9969230769230769,0.9938461538461538,0.006153846153846154
21,YNL142W YOL010W,0.0,NA,2.0704389044800397e-22,324,3229,21,1,0.0965034965034965,0.0911905432029271,0.9969230769230769,0.9935384615384616,0.006461538461538461
22,YDL051W YGL121C,0.0,NA,2.5203762609545375e-22,324,3228,22,1,0.09678321678321679,0.09121621621621621,0.9969230769230769,0.9932307692307693,0.00676923076923077
23,YBR175W YDR496C,0.0,NA,2.5601250055935793e-22,324,3227,23,1,0.09706293706293706,0.09124190368910166,0.9969230769230769,0.9929230769230769,0.007076923076923077
24,YOR310C YJL214W,0.0,NA,2.709689499126628e-22,324,3226,24,1,0.09734265734265735,0.09126760563380282,0.9969230769230769,0.9926153846153846,0.0073846153846153844
25,YIL049W YGR083C,0.0,NA,3.82976798111872e-22,324,3225,25,1,0.09762237762237762,0.09129332206255283,0.9969230769230769,0.9923076923076923,0.007692307692307693
26,YJR002W YBR142W,0.0,NA,4.016487949505423e-22,324,3224,26,1,0.0979020979020979,0.09131905298759865,0.9969230769230769,0.992,0.008
27,YJR132W YLL019C,0.0,NA,7.185583281670863e-22,324,3223,27,1,0.09818181818181818,0.09134479842120101,0.9969230769230769,0.9916923076923077,0.008307692307692308
28,YKR094C YKL197C,0.0,NA,8.184372569327925e-22,324,3222,28,1,0.09846153846153846,0.09137055837563451,0.9969230769230769,0.9913846153846154,0.008615384615384615
29,YDR454C YNL065W,0.0,NA,8.3044778412164e-22,324,3221,29,1,0.09874125874125875,0.09139633286318759,0.9969230769230769,0.9910769230769231,0.008923076923076922
30,YBR072W YMR238W,0.0,NA,1.0211136726215819e-21,324,3220,30,1,0.09902097902097902,0.09142212189616253,0.9969230769230769,0.9907692307692307,0.009230769230769232
31,YLR394W YBR214W,0.0,NA,1.0948976380006543e-21,324,3219,31,1,0.0993006993006993,0.09144792548687553,0.9969230769230769,0.9904615384615385,0.009538461538461539
32,YHR004C YDR496C,0.0,NA,1.579445742888083e-21,324,3218,32,1,0.09958041958041958,0.09147374364765669,0.9969230769230769,0.9901538461538462,0.009846153846153846
33,YDL171C YDR216W,0.0,NA,1.7402359416725926e-21,324,3217,33,1,0.09986013986013986,0.09149957639085005,0.9969230769230769,0.9898461538461538,0.010153846153846154
34,YHR203C YLR196W,0.0,NA,2.3808536007134925e-21,324,3216,34,1,0.10013986013986013,0.09152542372881356,0.9969230769230769,0.9895384615384616,0.010461538461538461
35,YML024W YJL136C,0.0,NA,2.4214484586268127e-21,324,3215,35,1,0.10041958041958042,0.09155128567391918,0.9969230769230769,0.9892307692307692,0.010769230769230769
36,YGL238W YDL244W,0.0,NA,2.4629888389102435e-21,324,3214,36,1,0.1006993006993007,0.09157716223855286,0.9969230769230769,0.9889230769230769,0.011076923076923076
37,YOL060C YNL304W,1.0,NA,3.2250263528956277e-21,323,3214,36,2,0.10041958041958042,0.09132032796154933,0.9938461538461538,0.9889230769230769,0.011076923076923076
38,YDR204W YDL208W,0.0,NA,3.578559428901992e-21,323,3213,37,2,0.1006993006993007,0.09134615384615384,0.9938461538461538,0.9886153846153846,0.011384615384615385
39,YBR214W YNL199C,0.0,NA,4.224236904897852e-21,323,3212,38,2,0.10097902097902098,0.09137199434229137,0.9938461538461538,0.9883076923076923,0.011692307692307693
40,YBR084W YJL030W,0.0,NA,4.589810749864726e-21,323,3211,39,2,0.10125874125874126,0.0913978494623656,0.9938461538461538,0.988,0.012
41,YLR010C YGR200C,0.0,NA,7.59870405793659e-21,323,3210,40,2,0.10153846153846154,0.09142371921879422,0.9938461538461538,0.9876923076923076,0.012307692307692308
42,YGL027C YJL214W,0.0,NA,8.396444633942259e-21,323,3209,41,2,0.10181818181818182,0.09144960362400906,0.9938461538461538,0.9873846153846154,0.012615384615384615
43,YBR223C YBR142W,0.0,NA,9.769592723555128e-21,323,3208,42,2,0.1020979020979021,0.09147550269045596,0.9938461538461538,0.9870769230769231,0.012923076923076923
44,YBR084W YJL039C,0.0,NA,1.0044131868598203e-20,323,3207,43,2,0.10237762237762238,0.0915014164305949,0.9938461538461538,0.9867692307692307,0.01323076923076923
45,YDL197C YLR299W,0.0,NA,1.0710210171127293e-20,323,3206,44,2,0.10265734265734265,0.09152734485689998,0.9938461538461538,0.9864615384615385,0.01353846153846154
46,YGR214W YDL197C,0.0,NA,1.1479337891198156e-20,323,3205,45,2,0.10293706293706294,0.09155328798185941,0.9938461538461538,0.9861538461538462,0.013846153846153847
47,YIR021W YDR450W,0.0,NA,1.3271081376028339e-20,323,3204,46,2,0.10321678321678322,0.09157924581797562,0.9938461538461538,0.9858461538461538,0.014153846153846154
48,YGR261C YDR125C,0.0,NA,1.5132768474646135e-20,323,3203,47,2,0.1034965034965035,0.09160521837776517,0.9938461538461538,0.9855384615384616,0.014461538461538461
49,YGL094C YCR067C,0.0,NA,1.5794766611868578e-20,323,3202,48,2,0.10377622377622378,0.09163120567375886,0.9938461538461538,0.9852307692307692,0.014769230769230769
50,YJL010C YPL218W,0.0,NA,1.6201928496939333e-20,323,3201,49,2,0.10405594405594405,0.09165720771850171,0.9938461538461538,0.9849230769230769,0.015076923076923076
51,YBL075C YJL155C,0.0,NA,1.68415572147059e-20,323,3200,50,2,0.10433566433566434,0.09168322452455294,0.9938461538461538,0.9846153846153847,0.015384615384615385
52,YJL116C YOR147W,1.0,NA,1.8107339037955232e-20,322,3200,50,3,0.10405594405594405,0.09142532651902328,0.9907692307692307,0.9846153846153847,0.015384615384615385
53,YLR129W YPL200W,0.0,NA,2.0686567351665133e-20,322,3199,51,3,0.10433566433566434,0.09145129224652088,0.9907692307692307,0.9843076923076923,0.015692307692307693
54,YDR113C YGL222C,0.0,NA,2.1766677823551856e-20,322,3198,52,3,0.10461538461538461,0.09147727272727273,0.9907692307692307,0.984,0.016
55,YGR161C YBR154C,0.0,NA,2.3677309942184496e-20,322,3197,53,3,0.1048951048951049,0.0915032679738562,0.9907692307692307,0.9836923076923076,0.016307692307692308
56,YKL081W YDR106W,0.0,NA,2.375130867967818e-20,322,3196,54,3,0.10517482517482518,0.09152927799886298,0.9907692307692307,0.9833846153846154,0.016615384615384615
57,YDR456W YGL178W,0.0,NA,2.485737840563229e-20,322,3195,55,3,0.10545454545454545,0.09155530281489906,0.9907692307692307,0.9830769230769231,0.016923076923076923
58,YOR310C YLR158C,0.0,NA,3.6446763630042677e-20,322,3194,56,3,0.10573426573426574,0.09158134243458475,0.9907692307692307,0.9827692307692307,0.01723076923076923
59,YGR161C YGL144C,0.0,NA,4.1149569755742204e-20,322,3193,57,3,0.10601398601398601,0.09160739687055476,0.9907692307692307,0.9824615384615385,0.017538461538461537
60,YHR066W YLR095C,0.0,NA,5.1560778369238585e-20,322,3192,58,3,0.1062937062937063,0.09163346613545817,0.9907692307692307,0.9821538461538462,0.017846153846153845
61,YJR075W YAL023C,0.0,NA,6.328260619571122e-20,322,3191,59,3,0.10657342657342657,0.09165955024195845,0.9907692307692307,0.9818461538461538,0.018153846153846152
62,YGR123C YNL332W,0.0,NA,6.433607240458579e-20,322,3190,60,3,0.10685314685314685,0.09168564920273349,0.9907692307692307,0.9815384615384616,0.018461538461538463
63,YHR133C YBR214W,0.0,NA,6.887839256675296e-20,322,3189,61,3,0.10713286713286713,0.09171176303047565,0.9907692307692307,0.9812307692307692,0.01876923076923077
64,YDR021W YFR002W,0.0,NA,7.014799848474821e-20,322,3188,62,3,0.10741258741258741,0.09173789173789174,0.9907692307692307,0.9809230769230769,0.019076923076923078
65,YDL197C YGL178W,0.0,NA,8.084957657381912e-20,322,3187,63,3,0.1076923076923077,0.09176403533770305,0.9907692307692307,0.9806153846153847,0.019384615384615386
66,YGR123C YIL071C,0.0,NA,9.070730119111522e-20,322,3186,64,3,0.10797202797202797,0.09179019384264538,0.9907692307692307,0.9803076923076923,0.019692307692307693
67,YMR243C YLR095C,0.0,NA,9.703484513623375e-20,322,3185,65,3,0.10825174825174826,0.09181636726546906,0.9907692307692307,0.98,0.02
68,YGL243W YDR454C,0.0,NA,1.2534031300059626e-19,322,3184,66,3,0.10853146853146853,0.09184255561893896,0.9907692307692307,0.9796923076923076,0.020307692307692308
69,YPR190C YIL010W,0.0,NA,1.2596103450213489e-19,322,3183,67,3,0.10881118881118881,0.09186875891583453,0.9907692307692307,0.9793846153846154,0.020615384615384615
70,YGR200C YOL016C,0.0,NA,1.3349686960234318e-19,322,3182,68,3,0.10909090909090909,0.09189497716894977,0.9907692307692307,0.9790769230769231,0.020923076923076923
71,YOR134W YHR004C,0.0,NA,1.3627534343051465e-19,322,3181,69,3,0.10937062937062937,0.09192121039109336,0.9907692307692307,0.9787692307692307,0.02123076923076923
72,YBR073W YDL060W,0.0,NA,1.413481577839668e-19,322,3180,70,3,0.10965034965034966,0.09194745859508852,0.9907692307692307,0.9784615384615385,0.021538461538461538
73,YLR010C YCL031C,0.0,NA,1.4288725656059243e-19,322,3179,71,3,0.10993006993006993,0.09197372179377321,0.9907692307692307,0.9781538461538462,0.021846153846153845
74,YBR296C YFR055W,0.0,NA,1.6096225154412713e-19,322,3178,72,3,0.11020979020979021,0.092,0.9907692307692307,0.9778461538461538,0.022153846153846152
75,YNL110C YBL097W,0.0,NA,1.7435267714952968e-19,322,3177,73,3,0.11048951048951049,0.09202629322663618,0.9907692307692307,0.9775384615384616,0.02246153846153846
76,YCL050C YJL121C,0.0,NA,1.8604474586099602e-19,322,3176,74,3,0.11076923076923077,0.09205260148656375,0.9907692307692307,0.9772307692307692,0.02276923076923077
77,YDL051W YCR091W,0.0,NA,1.9477325908223214e-19,322,3175,75,3,0.11104895104895104,0.09207892479267944,0.9907692307692307,0.9769230769230769,0.023076923076923078
78,YPR026W YLR293C,0.0,NA,2.1398920754911596e-19,322,3174,76,3,0.11132867132867133,0.09210526315789473,0.9907692307692307,0.9766153846153847,0.023384615384615386
79,YFL059W YJR002W,0.0,NA,2.2655887611640984e-19,322,3173,77,3,0.1116083916083916,0.09213161659513591,0.9907692307692307,0.9763076923076923,0.023692307692307693
80,YPR201W YKL189W,0.0,NA,2.462258448122882e-19,322,3172,78,3,0.11188811188811189,0.09215798511734402,0.9907692307692307,0.976,0.024
81,YOL080C YKL052C,0.0,NA,2.485653700785296e-19,322,3171,79,3,0.11216783216783217,0.09218436873747494,0.9907692307692307,0.9756923076923077,0.024307692307692308
82,YML026C YOR304W,0.0,NA,2.5415434513421483e-19,322,3170,80,3,0.11244755244755245,0.09221076746849943,0.9907692307692307,0.9753846153846154,0.024615384615384615
83,YKR008W YAL023C,0.0,NA,2.7852872114795004e-19,322,3169,81,3,0.11272727272727273,0.09223718132340304,0.9907692307692307,0.9750769230769231,0.024923076923076923
84,YJL061W YDR106W,0.0,NA,2.8096179537159234e-19,322,3168,82,3,0.113006993006993,0.09226361031518625,0.9907692307692307,0.9747692307692307,0.02523076923076923
85,YPL012W YCR061W,0.0,NA,2.929195700054472e-19,322,3167,83,3,0.11328671328671329,0.09229005445686443,0.9907692307692307,0.9744615384615385,0.025538461538461538
86,YNL031C YBL075C,0.0,NA,2.946308257470604e-19,322,3166,84,3,0.11356643356643356,0.09231651376146789,0.9907692307692307,0.9741538461538461,0.025846153846153845
87,YLR299W YBR250W,0.0,NA,4.1658795711761773e-19,322,3165,85,3,0.11384615384615385,0.09234298824204187,0.9907692307692307,0.9738461538461538,0.026153846153846153
88,YPL052W YHR186C,0.0,NA,4.393772999813365e-19,322,3164,86,3,0.11412587412587413,0.09236947791164658,0.9907692307692307,0.9735384615384616,0.02646153846153846
89,YHR052W YOR382W,0.0,NA,4.58801206824095e-19,322,3163,87,3,0.1144055944055944,0.09239598278335724,0.9907692307692307,0.9732307692307692,0.02676923076923077
90,YKL122C YDR450W,0.0,NA,4.728039270285458e-19,322,3162,88,3,0.11468531468531469,0.09242250287026406,0.9907692307692307,0.9729230769230769,0.02707692307692308
91,YDR446W YDR302W,0.0,NA,5.066237750594474e-19,322,3161,89,3,0.11496503496503496,0.09244903818547229,0.9907692307692307,0.9726153846153847,0.027384615384615386
92,YHR036W YJL035C,0.0,NA,5.079455062807306e-19,322,3160,90,3,0.11524475524475525,0.09247558874210224,0.9907692307692307,0.9723076923076923,0.027692307692307693
93,YBL075C YDR382W,0.0,NA,5.300467382723818e-19,322,3159,91,3,0.11552447552447552,0.09250215455328928,0.9907692307692307,0.972,0.028
94,YJL116C YML061C,1.0,NA,5.363295886150283e-19,321,3159,91,4,0.11524475524475525,0.09224137931034483,0.9876923076923076,0.972,0.028
95,YKR094C YLR411W,0.0,NA,5.46799213628112e-19,321,3158,92,4,0.11552447552447552,0.09226789307272204,0.9876923076923076,0.9716923076923077,0.028307692307692308
96,YLR196W YML073C,0.0,NA,5.826801889503427e-19,321,3157,93,4,0.1158041958041958,0.09229442208165613,0.9876923076923076,0.9713846153846154,0.028615384615384615
97,YKL052C YPR016C,0.0,NA,5.889169756726276e-19,321,3156,94,4,0.11608391608391608,0.09232096635030199,0.9876923076923076,0.9710769230769231,0.028923076923076923
98,YGL197W YFR008W,0.0,NA,6.033175180529282e-19,321,3155,95,4,0.11636363636363636,0.0923475258918297,0.9876923076923076,0.9707692307692307,0.02923076923076923
99,YPL024W YBR248C,0.0,NA,6.247168872948281e-19,321,3154,96,4,0.11664335664335665,0.09237410071942447,0.9876923076923076,0.9704615384615385,0.029538461538461538
100,YMR065W YBL027W,0.0,NA,7.032084692102912e-19,321,3153,97,4,0.11692307692307692,0.0924006908462867,0.9876923076923076,0.9701538461538461,0.029846153846153845
101,YPL121C YBR283C,0.0,NA,7.203515289115113e-19,321,3152,98,4,0.11720279720279721,0.09242729628563202,0.9876923076923076,0.9698461538461538,0.030153846153846153
102,YNL066W YJR118C,1.0,NA,7.659507390578978e-19,320,3152,98,5,0.11692307692307692,0.09216589861751152,0.9846153846153847,0.9698461538461538,0.030153846153846153
103,YER006W YDR113C,0.0,NA,7.678113267494709e-19,320,3151,99,5,0.11720279720279721,0.09219245174301353,0.9846153846153847,0.9695384615384616,0.03046153846153846
104,YNL065W YBR155W,0.0,NA,1.0640705609299186e-18,320,3150,100,5,0.11748251748251748,0.09221902017291066,0.9846153846153847,0.9692307692307692,0.03076923076923077
105,YAL019W YPR060C,0.0,NA,1.0656101508450329e-18,320,3149,101,5,0.11776223776223776,0.09224560392043817,0.9846153846153847,0.9689230769230769,0.03107692307692308
106,YER029C YHR133C,0.0,NA,1.0843002967856685e-18,320,3148,102,5,0.11804195804195804,0.0922722029988466,0.9846153846153847,0.9686153846153847,0.031384615384615386
107,YLR262C YNL214W,0.0,NA,1.0871290476854468e-18,320,3147,103,5,0.11832167832167832,0.0922988174214018,0.9846153846153847,0.9683076923076923,0.03169230769230769
108,YLR251W YGR261C,0.0,NA,1.0873655179430604e-18,320,3146,104,5,0.11860139860139861,0.09232544720138489,0.9846153846153847,0.968,0.032
109,YPL052W YLR221C,0.0,NA,1.2791688496594062e-18,320,3145,105,5,0.11888111888111888,0.09235209235209235,0.9846153846153847,0.9676923076923077,0.03230769230769231
110,YJR092W YBL085W,0.0,NA,1.3324153962676337e-18,320,3144,106,5,0.11916083916083917,0.09237875288683603,0.9846153846153847,0.9673846153846154,0.032615384615384616
111,YDR326C YNL274C,0.0,NA,1.356090339374667e-18,320,3143,107,5,0.11944055944055944,0.09240542881894312,0.9846153846153847,0.9670769230769231,0.03292307692307692
112,YHR096C YNR047W,0.0,NA,1.3664603925215147e-18,320,3142,108,5,0.11972027972027972,0.09243212016175621,0.9846153846153847,0.9667692307692307,0.03323076923076923
113,YIL111W YEL041W,0.0,NA,1.5870035976331326e-18,320,3141,109,5,0.12,0.09245882692863334,0.9846153846153847,0.9664615384615385,0.03353846153846154
114,YPL117C YIL111W,0.0,NA,1.719183544001503e-18,320,3140,110,5,0.12027972027972028,0.09248554913294797,0.9846153846153847,0.9661538461538461,0.033846153846153845
115,YAL001C YFL033C,0.0,NA,1.738267944901597e-18,320,3139,111,5,0.12055944055944055,0.09251228678808904,0.9846153846153847,0.9658461538461538,0.03415384615384615
116,YLR197W YBR207W,0.0,NA,1.8807926120105555e-18,320,3138,112,5,0.12083916083916084,0.09253903990746096,0.9846153846153847,0.9655384615384616,0.03446153846153846
117,YJL092W YPR156C,0.0,NA,2.313149578434366e-18,320,3137,113,5,0.12111888111888112,0.09256580850448366,0.9846153846153847,0.9652307692307692,0.03476923076923077
118,YCR097W YFR034C,0.0,NA,2.5196699008141023e-18,320,3136,114,5,0.1213986013986014,0.09259259259259259,0.9846153846153847,0.9649230769230769,0.035076923076923075
119,YNL304W YNL066W,1.0,NA,2.603364655577677e-18,319,3136,114,6,0.12111888111888112,0.09232995658465991,0.9815384615384616,0.9649230769230769,0.035076923076923075
120,YPL214C YDL128W,0.0,NA,2.610723874692408e-18,319,3135,115,6,0.1213986013986014,0.09235668789808917,0.9815384615384616,0.9646153846153847,0.03538461538461538
121,YBR101C YGL178W,0.0,NA,4.003600486870957e-18,319,3134,116,6,0.12167832167832168,0.09238343469446858,0.9815384615384616,0.9643076923076923,0.03569230769230769
122,YDR085C YLL060C,0.0,NA,4.020174704804682e-18,319,3133,117,6,0.12195804195804195,0.09241019698725376,0.9815384615384616,0.964,0.036
123,YER025W YBR170C,0.0,NA,4.249148638117017e-18,319,3132,118,6,0.12223776223776224,0.09243697478991597,0.9815384615384616,0.9636923076923077,0.036307692307692305
124,YAL038W YCR010C,0.0,NA,4.799804839845099e-18,319,3131,119,6,0.12251748251748251,0.09246376811594204,0.9815384615384616,0.9633846153846154,0.03661538461538461
125,YJL008C YJL136C,0.0,NA,4.925320398813283e-18,319,3130,120,6,0.1227972027972028,0.09249057697883445,0.9815384615384616,0.963076923076923,0.036923076923076927
126,YCR094W YPR143W,0.0,NA,5.327390147108464e-18,319,3129,121,6,0.12307692307692308,0.09251740139211137,0.9815384615384616,0.9627692307692308,0.037230769230769234
127,YBL087C YBL101C,0.0,NA,5.602450448249191e-18,319,3128,122,6,0.12335664335664336,0.09254424136930664,0.9815384615384616,0.9624615384615385,0.03753846153846154
128,YOR310C YDL147W,0.0,NA,5.7440009033917154e-18,319,3127,123,6,0.12363636363636364,0.09257109692396982,0.9815384615384616,0.9621538461538461,0.03784615384615385
129,YML047C YCR084C,0.0,NA,6.3791167951548305e-18,319,3126,124,6,0.12391608391608391,0.09259796806966618,0.9815384615384616,0.9618461538461538,0.038153846153846156
130,YAL036C YDR471W,0.0,NA,6.511586875123054e-18,319,3125,125,6,0.1241958041958042,0.09262485481997677,0.9815384615384616,0.9615384615384616,0.038461538461538464
131,YJL177W YPL126W,0.0,NA,6.545781280875077e-18,319,3124,126,6,0.12447552447552447,0.0926517571884984,0.9815384615384616,0.9612307692307692,0.03876923076923077
132,YCR067C YMR038C,0.0,NA,7.302207345372157e-18,319,3123,127,6,0.12475524475524476,0.09267867518884369,0.9815384615384616,0.9609230769230769,0.03907692307692308
133,YBR142W YLR015W,0.0,NA,7.587129707366047e-18,319,3122,128,6,0.12503496503496503,0.09270560883464109,0.9815384615384616,0.9606153846153846,0.039384615384615386
134,YER157W YGL121C,0.0,NA,8.381992373386628e-18,319,3121,129,6,0.12531468531468531,0.09273255813953489,0.9815384615384616,0.9603076923076923,0.03969230769230769
135,YAL023C YCL069W,0.0,NA,8.64875812093498e-18,319,3120,130,6,0.1255944055944056,0.09275952311718523,0.9815384615384616,0.96,0.04
136,YGL222C YGR289C,0.0,NA,1.0401240337482687e-17,319,3119,131,6,0.1258741258741259,0.09278650378126818,0.9815384615384616,0.9596923076923077,0.04030769230769231
137,YNR026C YKL028W,0.0,NA,1.0536781325475014e-17,319,3118,132,6,0.12615384615384614,0.09281350014547571,0.9815384615384616,0.9593846153846154,0.040615384615384616
138,YHR161C YDR059C,0.0,NA,1.0715539191750786e-17,319,3117,133,6,0.12643356643356643,0.09284051222351572,0.9815384615384616,0.959076923076923,0.04092307692307692
139,YJL178C YPL143W,0.0,NA,1.0823131401206171e-17,319,3116,134,6,0.12671328671328672,0.09286754002911209,0.9815384615384616,0.9587692307692308,0.04123076923076923
140,YLR292C YOR351C,0.0,NA,1.1009182518942823e-17,319,3115,135,6,0.126993006993007,0.09289458357600466,0.9815384615384616,0.9584615384615385,0.04153846153846154
141,YDL131W YJL155C,0.0,NA,1.2421331198622938e-17,319,3114,136,6,0.12727272727272726,0.09292164287794931,0.9815384615384616,0.9581538461538461,0.041846153846153845
142,YML107C YNL009W,0.0,NA,1.2431048916459211e-17,319,3113,137,6,0.12755244755244755,0.09294871794871795,0.9815384615384616,0.9578461538461538,0.04215384615384615
143,YKL022C YPR201W,0.0,NA,1.2657288604256752e-17,319,3112,138,6,0.12783216783216783,0.09297580880209852,0.9815384615384616,0.9575384615384616,0.04246153846153846
144,YDR113C YCR057C,0.0,NA,1.3164710143318219e-17,319,3111,139,6,0.12811188811188812,0.09300291545189504,0.9815384615384616,0.9572307692307692,0.04276923076923077
145,YBR211C YOR134W,0.0,NA,1.3850338646367497e-17,319,3110,140,6,0.1283916083916084,0.09303003791192768,0.9815384615384616,0.9569230769230769,0.043076923076923075
146,YDL059C YML024W,0.0,NA,1.4086009020328755e-17,319,3109,141,6,0.12867132867132866,0.09305717619603267,0.9815384615384616,0.9566153846153846,0.04338461538461538
147,YFR053C YPR179C,0.0,NA,1.4137525828878558e-17,319,3108,142,6,0.12895104895104895,0.09308433031806244,0.9815384615384616,0.9563076923076923,0.04369230769230769
148,YOR140W YBR008C,0.0,NA,1.4571117362366604e-17,319,3107,143,6,0.12923076923076923,0.09311150029188558,0.9815384615384616,0.956,0.044
149,YOL076W YDR150W,1.0,NA,1.52780904339422e-17,318,3107,143,7,0.12895104895104895,0.09284671532846715,0.9784615384615385,0.956,0.044
150,YKL081W YMR202W,0.0,NA,1.7095187864039488e-17,318,3106,144,7,0.12923076923076923,0.09287383177570094,0.9784615384615385,0.9556923076923077,0.044307692307692305
151,YPL121C YKL025C,0.0,NA,1.787205273429214e-17,318,3105,145,7,0.12951048951048952,0.09290096406660824,0.9784615384615385,0.9553846153846154,0.04461538461538461
152,YJR075W YJL042W,0.0,NA,1.9593225337474104e-17,318,3104,146,7,0.1297902097902098,0.0929281122150789,0.9784615384615385,0.955076923076923,0.04492307692307692
153,YER024W YDL197C,0.0,NA,1.9738762803169133e-17,318,3103,147,7,0.13006993006993006,0.092955276235019,0.9784615384615385,0.9547692307692308,0.045230769230769234
154,YOR095C YHR133C,0.0,NA,2.604289484861542e-17,318,3102,148,7,0.13034965034965035,0.09298245614035087,0.9784615384615385,0.9544615384615385,0.04553846153846154
155,YPR030W YML069W,0.0,NA,2.6247354043703827e-17,318,3101,149,7,0.13062937062937063,0.09300965194501316,0.9784615384615385,0.9541538461538461,0.04584615384615385
156,YPL012W YJL177W,0.0,NA,2.9427056170692366e-17,318,3100,150,7,0.13090909090909092,0.0930368636629608,0.9784615384615385,0.9538461538461539,0.046153846153846156
157,YGL192W YNL125C,0.0,NA,2.9814960864587884e-17,318,3099,151,7,0.13118881118881118,0.09306409130816505,0.9784615384615385,0.9535384615384616,0.046461538461538464
158,YJL121C YIR013C,0.0,NA,3.118758106433593e-17,318,3098,152,7,0.13146853146853146,0.09309133489461359,0.9784615384615385,0.9532307692307692,0.04676923076923077
159,YLR254C YLR262C,0.0,NA,3.166228347426786e-17,318,3097,153,7,0.13174825174825175,0.09311859443631039,0.9784615384615385,0.9529230769230769,0.04707692307692308
160,YLR292C YBL039C,0.0,NA,3.222008113981442e-17,318,3096,154,7,0.13202797202797203,0.09314586994727592,0.9784615384615385,0.9526153846153846,0.047384615384615386
161,YJR106W YGL139W,0.0,NA,3.376905955488122e-17,318,3095,155,7,0.13230769230769232,0.09317316144154703,0.9784615384615385,0.9523076923076923,0.047692307692307694
162,YMR243C YDR518W,0.0,NA,3.5386161256475434e-17,318,3094,156,7,0.13258741258741258,0.09320046893317702,0.9784615384615385,0.952,0.048
163,YDL055C YPL209C,0.0,NA,3.666365899450233e-17,318,3093,157,7,0.13286713286713286,0.0932277924362357,0.9784615384615385,0.9516923076923077,0.04830769230769231
164,YDL084W YER056C,0.0,NA,3.774589909457486e-17,318,3092,158,7,0.13314685314685315,0.09325513196480939,0.9784615384615385,0.9513846153846154,0.048615384615384616
