Gene,Label,Annos,Score,Background Score,Num pos pairs,Precision,Recall,False Positive Rate
YGR263C,-1,0/-,-527.6408914923668,-34539.91577869654,424,0.1273344651952462,0.5136986301369864,0.22333260916793396
YEL001C,0,0/0,-527.655977845192,-32996.09695994854,424,0.1273344651952462,0.5136986301369864,0.22333260916793396
YBR205W,-1,-/-,-527.677187204361,-20044.540952205658,106,0.1272264631043257,0.5136986301369864,0.2235498587877471
YPR093C,-1,-/-,-527.6971015930176,-20914.12734901905,106,0.1271186440677966,0.5136986301369864,0.22376710840756028
YER102W,-1,0/-,-527.7219560742378,-33073.31344252825,424,0.12701100762066045,0.5136986301369864,0.22398435802737346
YDR074W,-1,0/-,-527.7308614253998,-34509.330373853445,424,0.12690355329949238,0.5136986301369864,0.2242016076471866
YEL006W,-1,0/-,-527.7497314810753,-31919.819502055645,424,0.12679628064243448,0.5136986301369864,0.22441885726699978
YGL196W,0,0/0,-527.7785891294479,-34599.76341827214,424,0.12679628064243448,0.5136986301369864,0.22441885726699978
YOR002W,-1,-/-,-527.783144235611,-19600.677325487137,106,0.1266891891891892,0.5136986301369864,0.22463610688681296
YBR112C,-1,-/-,-527.9089481830597,-19669.732735157013,106,0.12658227848101267,0.5136986301369864,0.2248533565066261
YGL003C,-1,-/-,-527.9161326885223,-19623.11292028427,106,0.12647554806070826,0.5136986301369864,0.22507060612643928
YGL059W,1,0/+,-527.934471309185,-33763.45069783926,424,0.12721145745577084,0.5171232876712328,0.22507060612643928
YMR139W,-1,-/-,-527.9638719558716,-22002.358184814453,106,0.1271043771043771,0.5171232876712328,0.22528785574625246
YDR078C,-1,-/-,-527.9873497486115,-20029.211059093475,106,0.12699747687132043,0.5171232876712328,0.2255051053660656
YNL136W,-1,-/-,-528.0173141956329,-19308.0506606102,106,0.126890756302521,0.5171232876712328,0.22572235498587878
YIL014C-A,0,0/0,-528.0425020456314,-32474.94880051911,424,0.126890756302521,0.5171232876712328,0.22572235498587878
