Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/OnlyPos_Unreasonable_nonRandom/Original_x_b_113x250000x53_batch50_Train_/
./Yeast Resources/Pairwise/Spell/OnlyPos_Unreasonable_nonRandom/Original_x_b_113x250000x53_batch50_Test_/
100 Batch Cumulative Loss: 344.5699508190155
Time for 100 Batches: 0.47575703461964924
100 Batch Cumulative Loss: 360.0269339084625
Time for 100 Batches: 0.47289376258850097
100 Batch Cumulative Loss: 336.0514990091324
Time for 100 Batches: 0.47369159857432047
100 Batch Cumulative Loss: 345.05803287029266
Time for 100 Batches: 0.4658295035362244
100 Batch Cumulative Loss: 333.3561339378357
Time for 100 Batches: 0.46883591016133624
100 Batch Cumulative Loss: 347.07217609882355
Time for 100 Batches: 0.47265817324320475
100 Batch Cumulative Loss: 335.9685318470001
Time for 100 Batches: 0.473085884253184
100 Batch Cumulative Loss: 355.31326603889465
Time for 100 Batches: 0.4672661542892456
100 Batch Cumulative Loss: 340.2066252231598
Time for 100 Batches: 0.4697996894518534
100 Batch Cumulative Loss: 348.94130992889404
Time for 100 Batches: 0.4719995896021525
100 Batch Cumulative Loss: 329.008327126503
Time for 100 Batches: 0.4730894605318705
100 Batch Cumulative Loss: 336.7654504776001
Time for 100 Batches: 0.4675814946492513
100 Batch Cumulative Loss: 334.0491666793823
Time for 100 Batches: 0.4704822858174642
100 Batch Cumulative Loss: 320.5341774225235
Time for 100 Batches: 0.46918944517771405
100 Batch Cumulative Loss: 339.9731092453003
Time for 100 Batches: 0.46865005095799767
100 Batch Cumulative Loss: 310.7341059446335
Time for 100 Batches: 0.47038033803304036
