Used Modern Datasets
Initialized Expression Datasets
Initialized Localization Data
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Modern_phys_gene/Original_glpx_b_466x25000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/Modern_phys_gene/Original_glpx_b_466x25000x53_lr0.01_batch50_Test_/
Time for 100 Batches: 1.4506899873415628
100 Batch Cumulative Loss: 14.698644575342769
Time for 100 Batches: 1.4552599986394246
100 Batch Cumulative Loss: 15.511639652599115
Time for 100 Batches: 1.4548228104909262
100 Batch Cumulative Loss: 16.00100948033446
Time for 100 Batches: 1.4524349490801494
100 Batch Cumulative Loss: 14.177166631503496
Time for 100 Batches: 1.4464704354604085
100 Batch Cumulative Loss: 15.178148470673477
Time for 100 Batches: 1.4472779671351115
100 Batch Cumulative Loss: 14.853925313684158
Time for 100 Batches: 1.4536954959233601
100 Batch Cumulative Loss: 14.445559864640018
Time for 100 Batches: 1.4685716072718302
100 Batch Cumulative Loss: 14.536594080898794
Time for 100 Batches: 1.4611987590789794
100 Batch Cumulative Loss: 14.27993819018593
Time for 100 Batches: 1.4471540649731953
100 Batch Cumulative Loss: 15.403300336678512
Time for 100 Batches: 1.44315851132075
100 Batch Cumulative Loss: 16.042833087034523
Time for 100 Batches: 1.4451432307561238
100 Batch Cumulative Loss: 15.223656994930934
Time for 100 Batches: 1.4493237535158794
100 Batch Cumulative Loss: 14.840303062810563
Time for 100 Batches: 1.4474311272303264
100 Batch Cumulative Loss: 15.321326252153995
Time for 100 Batches: 1.4434510906537374
100 Batch Cumulative Loss: 14.527153790477314
Time for 100 Batches: 1.4570225755373636
100 Batch Cumulative Loss: 13.855067472381052
Time for 100 Batches: 1.4685862421989442
100 Batch Cumulative Loss: 13.892322733765468
Time for 100 Batches: 1.4654648264249166
100 Batch Cumulative Loss: 14.485849553095704
Time for 100 Batches: 1.4597152709960937
100 Batch Cumulative Loss: 14.714133011380909
Time for 100 Batches: 1.4458967725435892
100 Batch Cumulative Loss: 12.772157463477924
Time for 100 Batches: 1.447110609213511
100 Batch Cumulative Loss: 13.680591445532627
Time for 100 Batches: 1.448945132891337
100 Batch Cumulative Loss: 13.768162645865232
Time for 100 Batches: 1.4552551905314128
100 Batch Cumulative Loss: 15.030768373981118
Time for 100 Batches: 1.453480605284373
100 Batch Cumulative Loss: 13.67108820786234
Time for 100 Batches: 1.4570815126101175
100 Batch Cumulative Loss: 13.825130027635169
Time for 100 Batches: 1.4603740215301513
100 Batch Cumulative Loss: 13.60364890715573
Time for 100 Batches: 1.4673452417055766
100 Batch Cumulative Loss: 14.355698237661272
Time for 100 Batches: 1.4566915909449258
100 Batch Cumulative Loss: 15.919499337673187
Time for 100 Batches: 1.4624087929725647
100 Batch Cumulative Loss: 13.965067341694521
Time for 100 Batches: 1.4542569478352865
100 Batch Cumulative Loss: 15.88798238162417
Time for 100 Batches: 1.4672355930010477
100 Batch Cumulative Loss: 12.249813251371961
Time for 100 Batches: 1.4696250597635905
100 Batch Cumulative Loss: 13.21423072158359
Time for 100 Batches: 1.459565532207489
100 Batch Cumulative Loss: 14.154769953689538
Time for 100 Batches: 1.4523766756057739
100 Batch Cumulative Loss: 14.28426359349396
Time for 100 Batches: 1.4670188665390014
100 Batch Cumulative Loss: 14.023923715401907
Time for 100 Batches: 1.4669971187909445
100 Batch Cumulative Loss: 14.65709826440434
Time for 100 Batches: 1.4582163135210673
100 Batch Cumulative Loss: 14.34929901335272
Time for 100 Batches: 1.46024485429128
100 Batch Cumulative Loss: 13.291774510284085
Time for 100 Batches: 1.4659107804298401
100 Batch Cumulative Loss: 14.648364999331534
Time for 100 Batches: 1.453694494565328
100 Batch Cumulative Loss: 14.269579610554501
Time for 100 Batches: 1.461359437306722
100 Batch Cumulative Loss: 14.12380060997748
Time for 100 Batches: 1.4497701088587442
100 Batch Cumulative Loss: 14.085434806693229
Time for 100 Batches: 1.4570926785469056
100 Batch Cumulative Loss: 14.391825017693918
Time for 100 Batches: 1.4793184638023376
100 Batch Cumulative Loss: 13.680271623510635
Time for 100 Batches: 1.4597348014513651
100 Batch Cumulative Loss: 17.13808560045436
Time for 100 Batches: 1.4468763868014018
100 Batch Cumulative Loss: 14.724288974830415
Time for 100 Batches: 1.4706024050712585
100 Batch Cumulative Loss: 15.561139762052335
Time for 100 Batches: 1.4497726559638977
100 Batch Cumulative Loss: 13.079592214431614
Time for 100 Batches: 1.4647661248842876
100 Batch Cumulative Loss: 12.42349996464327
Time for 100 Batches: 1.4560032963752747
100 Batch Cumulative Loss: 14.371677826158702
Time for 100 Batches: 1.4537787715593973
100 Batch Cumulative Loss: 13.271956153446808
Time for 100 Batches: 1.4557159105936686
100 Batch Cumulative Loss: 55.100222511493484
Time for 100 Batches: 1.4665775378545125
100 Batch Cumulative Loss: 27.489891641103895
Time for 100 Batches: 1.452092138926188
100 Batch Cumulative Loss: 19.126026854515658
Time for 100 Batches: 1.4602577129999796
100 Batch Cumulative Loss: 19.135783037574583
Time for 100 Batches: 1.4628714362780253
100 Batch Cumulative Loss: 14.165307607501745
Time for 100 Batches: 1.4671510299046835
100 Batch Cumulative Loss: 16.503069358412176
Time for 100 Batches: 1.4597615083058675
100 Batch Cumulative Loss: 17.498468868354394
Time for 100 Batches: 1.4690653721491496
100 Batch Cumulative Loss: 17.186210823158035
Time for 100 Batches: 1.4533569852511088
100 Batch Cumulative Loss: 15.922748690383742
Time for 100 Batches: 1.4545454859733582
100 Batch Cumulative Loss: 15.889320177258924
Time for 100 Batches: 1.4563361048698424
100 Batch Cumulative Loss: 14.921312153775943
Time for 100 Batches: 1.4380029916763306
100 Batch Cumulative Loss: 14.300500751007348
Time for 100 Batches: 1.4458462874094644
100 Batch Cumulative Loss: 16.879958401608746
Time for 100 Batches: 1.4457989891370138
100 Batch Cumulative Loss: 15.752205367942224
Time for 100 Batches: 1.4442288359006246
100 Batch Cumulative Loss: 15.998196889355313
Time for 100 Batches: 1.456803071498871
100 Batch Cumulative Loss: 14.730041417526081
Time for 100 Batches: 1.4451271414756774
100 Batch Cumulative Loss: 13.443159953108989
Time for 100 Batches: 1.456170876820882
100 Batch Cumulative Loss: 14.491530673345551
Time for 100 Batches: 1.4596333305040996
100 Batch Cumulative Loss: 13.33623080461075
Time for 100 Batches: 1.453925891717275
100 Batch Cumulative Loss: 14.918403224321082
Time for 100 Batches: 1.4505205869674682
100 Batch Cumulative Loss: 13.840260862372816
Time for 100 Batches: 1.443229361375173
100 Batch Cumulative Loss: 14.943912122398615
Time for 100 Batches: 1.4679124315579732
100 Batch Cumulative Loss: 14.999025869234174
Time for 100 Batches: 1.4546965599060058
100 Batch Cumulative Loss: 17.03681128291646
Time for 100 Batches: 1.4513896346092223
100 Batch Cumulative Loss: 14.399089847564028
Time for 100 Batches: 1.45221612850825
100 Batch Cumulative Loss: 14.928247721632943
Time for 100 Batches: 1.4608370900154113
100 Batch Cumulative Loss: 16.13424403197132
Time for 100 Batches: 1.4773726026217142
100 Batch Cumulative Loss: 14.640426074969582
Time for 100 Batches: 1.4529476881027221
100 Batch Cumulative Loss: 13.097309008706361
Time for 100 Batches: 1.4679494420687358
100 Batch Cumulative Loss: 13.628836183459498
Time for 100 Batches: 1.471505618095398
100 Batch Cumulative Loss: 14.61788180928852
Time for 100 Batches: 1.45902232726415
100 Batch Cumulative Loss: 15.695259233762044
Time for 100 Batches: 1.4681508183479308
100 Batch Cumulative Loss: 12.480726574605796
Time for 100 Batches: 1.4736420392990113
100 Batch Cumulative Loss: 15.482743239495903
Time for 100 Batches: 1.4622533202171326
100 Batch Cumulative Loss: 13.395353687694296
Time for 100 Batches: 1.4587444941202798
100 Batch Cumulative Loss: 14.136793268844485
Time for 100 Batches: 1.4688449104626973
100 Batch Cumulative Loss: 14.15620752335235
Time for 100 Batches: 1.460542333126068
100 Batch Cumulative Loss: 14.4802559587406
Time for 100 Batches: 1.4683026790618896
100 Batch Cumulative Loss: 14.226152379975247
Time for 100 Batches: 1.473810108502706
100 Batch Cumulative Loss: 12.362310157273896
Time for 100 Batches: 1.451859756310781
100 Batch Cumulative Loss: 13.981427715625614
Time for 100 Batches: 1.4329328616460164
100 Batch Cumulative Loss: 11.699834947183263
Time for 100 Batches: 1.450482459863027
100 Batch Cumulative Loss: 12.919509238563478
Time for 100 Batches: 1.4517154216766357
100 Batch Cumulative Loss: 11.978469002395286
Time for 100 Batches: 1.4749782085418701
100 Batch Cumulative Loss: 15.55802722205408
Time for 100 Batches: 1.463945198059082
100 Batch Cumulative Loss: 13.926420944233541
Time for 100 Batches: 1.4674748102823894
