Gene A,Gene B,Score
YJR052W,YMR286W,2.2495292643074684e-14
YJR052W,YDR322W,3.519059273270448e-23
YJR052W,YBR122C,2.6314649752571997e-15
YJR052W,YBR268W,7.779406671068913e-21
YJR052W,YKL170W,1.0599672694628033e-17
YJR052W,YOR335C,1.871181600473302e-18
YJR052W,YML009C,1.1961048823130078e-21
YJR052W,YBR121C,1.519195726845611e-25
YJR052W,YPL173W,2.3365518826331997e-27
YJR052W,YMR225C,9.513503910162351e-15
YJR052W,YDR041W,6.437117588183101e-20
YJR052W,YJL096W,5.1687479071229405e-17
YJR052W,YER050C,1.0555213387358764e-12
YJR052W,YNR022C,1.3783491492730096e-19
YJR052W,YNR037C,3.257673523076077e-26
YJR052W,YPR100W,8.924287019892718e-18
YJR052W,YKL155C,1.2358930089079222e-19
YJR052W,YHR147C,2.465389688632913e-18
YJR052W,YGL129C,3.4586603099707696e-18
YJR052W,YDR237W,1.9388729048505102e-20
YJR052W,YDR175C,3.3105164185181964e-25
YJR052W,YJL063C,8.238351193396482e-20
YJR052W,YIL093C,5.4583268045266175e-25
YJR052W,YJR101W,7.405155030147839e-26
YJR052W,YOL023W,1.0806683795624439e-22
YJR052W,YGR215W,9.902959971370544e-18
YJR052W,YPL040C,8.047520151186233e-25
YJR052W,YNR036C,1.0134920393432475e-21
YJR052W,YMR282C,2.8511969626877256e-19
YJR052W,YPL013C,6.16302760609005e-17
YJR052W,YMR188C,3.7287482837534176e-26
YJR052W,YJR113C,9.008767182647911e-19
YJR052W,YDR115W,3.67990586614335e-22
YJR052W,YNL306W,2.485732858433296e-24
YJR052W,YDR337W,4.9646646888873934e-20
YJR052W,YGR165W,3.795843861970859e-25
YJR052W,YBR251W,1.6993874272608318e-26
YJR052W,YMR158W,2.5703405366844876e-15
YJR052W,YBR146W,8.093461714255359e-23
YJR052W,YPL183W-A,8.83683131145752e-15
YJR052W,YCR046C,9.15757358211322e-21
YJR052W,YCR071C,4.770907698735865e-18
YJR052W,YHR011W,3.2560283214952087e-29
YJR052W,YPL104W,9.782784623592085e-23
YJR052W,YNL137C,1.5828942136253767e-23
YJR052W,YOL033W,5.809618232905137e-28
YJR052W,YPR047W,1.1922775563928161e-22
YJR052W,YBL080C,5.145582417446595e-21
YJR052W,YOR158W,7.535035319953529e-19
YJR052W,YLR139C,1.0251060390082875e-14
YJR052W,YDR347W,5.831058494090707e-23
YJR052W,YDL045W-A,2.8609021618733466e-13
YJR052W,YNL073W,5.577430044739756e-28
YJR052W,YGR084C,5.485696884298761e-31
YJR052W,YKL003C,6.737734409830478e-20
YJR052W,YPR166C,5.775803317879195e-15
YJR052W,YDR405W,2.227197628539141e-28
YFL029C,YHL004W,7.763561872631565e-17
YFL029C,YPL118W,5.4678729602343663e-17
YFL029C,YNL005C,4.649005781671196e-19
YFL029C,YHR091C,3.288324176306553e-19
YFL029C,YLR069C,5.467704388537432e-25
YFL029C,YDR116C,2.5686193149910674e-27
YFL029C,YNL284C,9.6728723121553e-15
YFL029C,YDL202W,5.360232939739576e-17
YFL029C,YKR006C,1.0893020519624171e-22
YFL029C,YLR312W-A,2.3243147878963517e-16
YFL029C,YBL038W,3.675349412833595e-13
YFL029C,YNL252C,9.012577383344484e-20
YFL029C,YNL185C,9.01304961946372e-22
YFL029C,YKL194C,4.859129951810857e-24
YFL029C,YKR085C,2.914918944806029e-25
YFL029C,YNL177C,5.549439053579476e-20
YFL029C,YOR150W,1.5455888433668167e-24
YFL029C,YDR268W,3.1600052757726474e-15
YFL029C,YMR193W,4.410434148970077e-14
YFL029C,YGR076C,6.678038764335037e-12
YFL029C,YBR282W,4.412388423385982e-13
YFL029C,YNL081C,9.925609003722859e-19
YFL029C,YDR462W,3.829341192725718e-16
YFL029C,YMR024W,2.0660962291411025e-25
YFL029C,YKL138C,5.52818010794008e-21
YFL029C,YCR003W,1.1618792296517865e-17
YFL029C,YML025C,1.8392102839765454e-16
YFL029C,YMR286W,9.33460293171444e-19
YFL029C,YDR322W,4.9908577533097365e-17
YFL029C,YBR122C,7.272854510463467e-17
YFL029C,YBR268W,1.5806548938952485e-24
YFL029C,YKL170W,4.84992748510328e-16
YFL029C,YOR335C,3.981390894219061e-20
YFL029C,YML009C,2.1816848951416702e-16
YFL029C,YBR121C,3.562254519649964e-22
YFL029C,YPL173W,1.571711923239171e-19
YFL029C,YMR225C,3.750888486231093e-19
YFL029C,YDR041W,2.7969580061395876e-18
YFL029C,YJL096W,4.966066049167332e-20
YFL029C,YER050C,5.0762890418942774e-11
YFL029C,YNR022C,5.14736772086119e-14
YFL029C,YNR037C,3.23129266002992e-22
YFL029C,YPR100W,2.348740736811822e-20
YFL029C,YKL155C,5.809138977144745e-14
YFL029C,YHR147C,2.000682063595105e-13
YFL029C,YGL129C,5.52611966888887e-19
YFL029C,YDR237W,9.106241112055394e-18
YFL029C,YDR175C,6.97843933111569e-15
YFL029C,YJL063C,4.93639417586626e-20
YFL029C,YIL093C,0.0
YFL029C,YJR101W,0.0
YFL029C,YOL023W,2.3623449498314783e-20
YFL029C,YGR215W,2.418709503515526e-11
YFL029C,YPL040C,0.0
YFL029C,YNR036C,2.9774924495759704e-19
YFL029C,YMR282C,4.76150081017063e-21
YFL029C,YPL013C,2.9636781310321547e-12
YFL029C,YMR188C,5.343213657438825e-22
YFL029C,YJR113C,1.629209663631419e-21
YFL029C,YDR115W,1.7142018528983055e-16
YFL029C,YNL306W,2.1877525238426823e-23
YFL029C,YDR337W,1.0847297452626359e-12
YFL029C,YGR165W,2.5467416332377066e-22
YFL029C,YBR251W,6.031777865679526e-17
YFL029C,YMR158W,1.8627991589408426e-18
YFL029C,YBR146W,8.22479496977705e-18
YFL029C,YPL183W-A,1.2854806996642765e-08
YFL029C,YCR046C,3.7094868247826223e-16
YFL029C,YCR071C,1.412925621995153e-20
YFL029C,YHR011W,7.432378070032636e-19
YFL029C,YPL104W,8.333118406893932e-18
YFL029C,YNL137C,5.2136581895564045e-18
YFL029C,YOL033W,3.603193058818925e-26
YFL029C,YPR047W,1.3746689193301846e-18
YFL029C,YBL080C,2.5894982133791444e-18
YFL029C,YOR158W,8.463063518042338e-16
YFL029C,YLR139C,7.698621577101252e-17
YFL029C,YDR347W,1.0479336733330389e-25
YFL029C,YDL045W-A,6.7972155681772506e-12
YFL029C,YNL073W,7.955246844583499e-26
YFL029C,YGR084C,2.328031972927136e-13
YFL029C,YKL003C,5.238765794595129e-15
YFL029C,YPR166C,2.6277368020811675e-20
YFL029C,YDR405W,1.0521598425331603e-17
tP(UGG)O1,YHL004W,1.092284929171683e-08
tP(UGG)O1,YPL118W,1.092284929171683e-08
tP(UGG)O1,YNL005C,1.092284929171683e-08
tP(UGG)O1,YHR091C,1.092284929171683e-08
tP(UGG)O1,YLR069C,1.092284929171683e-08
tP(UGG)O1,YDR116C,1.092284929171683e-08
tP(UGG)O1,YNL284C,1.092284929171683e-08
tP(UGG)O1,YDL202W,1.092284929171683e-08
tP(UGG)O1,YKR006C,1.092284929171683e-08
tP(UGG)O1,YLR312W-A,1.092284929171683e-08
tP(UGG)O1,YBL038W,1.092284929171683e-08
tP(UGG)O1,YNL252C,1.092284929171683e-08
tP(UGG)O1,YNL185C,1.092284929171683e-08
tP(UGG)O1,YKL194C,1.092284929171683e-08
tP(UGG)O1,YKR085C,1.092284929171683e-08
tP(UGG)O1,YNL177C,1.092284929171683e-08
tP(UGG)O1,YOR150W,1.092284929171683e-08
tP(UGG)O1,YDR268W,1.092284929171683e-08
tP(UGG)O1,YMR193W,1.092284929171683e-08
tP(UGG)O1,YGR076C,1.092284929171683e-08
tP(UGG)O1,YBR282W,1.092284929171683e-08
tP(UGG)O1,YNL081C,1.092284929171683e-08
tP(UGG)O1,YDR462W,1.092284929171683e-08
tP(UGG)O1,YMR024W,1.092284929171683e-08
tP(UGG)O1,YKL138C,1.092284929171683e-08
tP(UGG)O1,YCR003W,1.092284929171683e-08
tP(UGG)O1,YML025C,1.092284929171683e-08
tP(UGG)O1,YMR286W,1.092284929171683e-08
tP(UGG)O1,YDR322W,1.092284929171683e-08
tP(UGG)O1,YBR122C,1.092284929171683e-08
tP(UGG)O1,YBR268W,1.092284929171683e-08
tP(UGG)O1,YKL170W,1.092284929171683e-08
tP(UGG)O1,YOR335C,1.092284929171683e-08
tP(UGG)O1,YML009C,1.092284929171683e-08
tP(UGG)O1,YBR121C,1.092284929171683e-08
tP(UGG)O1,YPL173W,1.092284929171683e-08
tP(UGG)O1,YMR225C,1.092284929171683e-08
tP(UGG)O1,YDR041W,1.092284929171683e-08
tP(UGG)O1,YJL096W,1.092284929171683e-08
tP(UGG)O1,YER050C,1.092284929171683e-08
tP(UGG)O1,YNR022C,1.092284929171683e-08
tP(UGG)O1,YNR037C,1.092284929171683e-08
tP(UGG)O1,YPR100W,1.092284929171683e-08
tP(UGG)O1,YKL155C,1.092284929171683e-08
tP(UGG)O1,YHR147C,1.092284929171683e-08
tP(UGG)O1,YGL129C,1.092284929171683e-08
tP(UGG)O1,YDR237W,1.092284929171683e-08
tP(UGG)O1,YDR175C,1.092284929171683e-08
tP(UGG)O1,YJL063C,1.092284929171683e-08
tP(UGG)O1,YIL093C,1.092284929171683e-08
tP(UGG)O1,YJR101W,1.092284929171683e-08
tP(UGG)O1,YOL023W,1.092284929171683e-08
tP(UGG)O1,YGR215W,1.092284929171683e-08
tP(UGG)O1,YPL040C,1.092284929171683e-08
tP(UGG)O1,YNR036C,1.092284929171683e-08
tP(UGG)O1,YMR282C,1.092284929171683e-08
tP(UGG)O1,YPL013C,1.092284929171683e-08
tP(UGG)O1,YMR188C,1.092284929171683e-08
tP(UGG)O1,YJR113C,1.092284929171683e-08
tP(UGG)O1,YDR115W,1.092284929171683e-08
tP(UGG)O1,YNL306W,1.092284929171683e-08
tP(UGG)O1,YDR337W,1.092284929171683e-08
tP(UGG)O1,YGR165W,1.092284929171683e-08
tP(UGG)O1,YBR251W,1.092284929171683e-08
tP(UGG)O1,YMR158W,1.092284929171683e-08
tP(UGG)O1,YBR146W,1.092284929171683e-08
tP(UGG)O1,YPL183W-A,1.092284929171683e-08
tP(UGG)O1,YCR046C,1.092284929171683e-08
tP(UGG)O1,YCR071C,1.092284929171683e-08
tP(UGG)O1,YHR011W,1.092284929171683e-08
tP(UGG)O1,YPL104W,1.092284929171683e-08
tP(UGG)O1,YNL137C,1.092284929171683e-08
tP(UGG)O1,YOL033W,1.092284929171683e-08
tP(UGG)O1,YPR047W,1.092284929171683e-08
tP(UGG)O1,YBL080C,1.092284929171683e-08
tP(UGG)O1,YOR158W,1.092284929171683e-08
tP(UGG)O1,YLR139C,1.092284929171683e-08
tP(UGG)O1,YDR347W,1.092284929171683e-08
tP(UGG)O1,YDL045W-A,1.092284929171683e-08
tP(UGG)O1,YNL073W,1.092284929171683e-08
tP(UGG)O1,YGR084C,1.092284929171683e-08
tP(UGG)O1,YKL003C,1.092284929171683e-08
tP(UGG)O1,YPR166C,1.092284929171683e-08
tP(UGG)O1,YDR405W,1.092284929171683e-08
YML036W,YHL004W,3.0786051485875987e-09
YML036W,YPL118W,9.047705020748253e-07
YML036W,YNL005C,1.467867494220343e-10
YML036W,YHR091C,1.4655301711768987e-12
YML036W,YLR069C,1.3868765336155775e-07
YML036W,YDR116C,8.669974079419658e-16
YML036W,YNL284C,2.5323767063357983e-13
YML036W,YDL202W,3.215183852489645e-08
YML036W,YKR006C,6.855389519944133e-12
YML036W,YLR312W-A,2.5712947326894664e-09
YML036W,YBL038W,5.330659091223877e-12
YML036W,YNL252C,4.788231985387859e-13
YML036W,YNL185C,9.198768857743289e-09
YML036W,YKL194C,6.916511807730785e-09
YML036W,YKR085C,1.995734858875872e-17
YML036W,YNL177C,4.2855075044201385e-10
YML036W,YOR150W,7.015557343947876e-07
YML036W,YDR268W,0.00010849112732103094
YML036W,YMR193W,1.5614739501401687e-09
YML036W,YGR076C,2.305842322636309e-10
YML036W,YBR282W,1.5018123633581126e-07
YML036W,YNL081C,2.006084465211444e-10
YML036W,YDR462W,3.880317941962197e-11
YML036W,YMR024W,9.272334011711791e-08
YML036W,YKL138C,7.700848292380158e-11
YML036W,YCR003W,9.26156503919251e-13
YML036W,YML025C,5.4673968463703204e-08
YML036W,YMR286W,3.1216123436150767e-11
YML036W,YDR322W,1.2616965035672917e-13
YML036W,YBR122C,5.975176122774428e-07
YML036W,YBR268W,1.7753092714027337e-15
YML036W,YKL170W,2.0768915476310212e-09
YML036W,YOR335C,2.5371296175080715e-09
YML036W,YML009C,7.153957331043626e-13
YML036W,YBR121C,2.0816436574477848e-08
YML036W,YPL173W,1.945630505664764e-12
YML036W,YMR225C,2.168899920773626e-10
YML036W,YDR041W,5.27244337078514e-09
YML036W,YJL096W,4.882422157542754e-12
YML036W,YER050C,2.8085628356273656e-15
YML036W,YNR022C,4.652668007809613e-12
YML036W,YNR037C,8.394649450398084e-14
YML036W,YPR100W,8.154225072942722e-10
YML036W,YKL155C,1.1091817568587015e-11
YML036W,YHR147C,7.267472734717728e-10
YML036W,YGL129C,4.2699132424273145e-11
YML036W,YDR237W,1.4376166745933006e-07
YML036W,YDR175C,8.715528570114178e-14
YML036W,YJL063C,2.0990478452609374e-11
YML036W,YIL093C,1.0106118025765554e-10
YML036W,YJR101W,1.776671935656629e-14
YML036W,YOL023W,2.3296989337673324e-12
YML036W,YGR215W,1.8491879509303748e-14
YML036W,YPL040C,4.6997548214244844e-11
YML036W,YNR036C,2.2454330519394716e-06
YML036W,YMR282C,5.345289721958579e-08
YML036W,YPL013C,6.14441850399711e-15
YML036W,YMR188C,2.443606035740231e-06
YML036W,YJR113C,1.246613923200357e-10
YML036W,YDR115W,1.9822439523142776e-10
YML036W,YNL306W,8.095943471175815e-09
YML036W,YDR337W,2.4929146949319823e-14
YML036W,YGR165W,6.284067775690072e-13
YML036W,YBR251W,8.288482677976106e-10
YML036W,YMR158W,4.399849817815493e-09
YML036W,YBR146W,1.2363105331147928e-11
YML036W,YPL183W-A,0.0008122891886159778
YML036W,YCR046C,1.4824731719986772e-10
YML036W,YCR071C,3.012446114780687e-08
YML036W,YHR011W,4.306859298993e-15
YML036W,YPL104W,2.2935343901853145e-10
YML036W,YNL137C,2.45473552595854e-09
YML036W,YOL033W,2.095835185400574e-07
YML036W,YPR047W,2.6002892330664884e-13
YML036W,YBL080C,4.470742851481191e-07
YML036W,YOR158W,2.1158105822927098e-10
YML036W,YLR139C,1.2819199035618567e-09
YML036W,YDR347W,3.983822820241567e-12
YML036W,YDL045W-A,5.166196246839116e-13
YML036W,YNL073W,2.050460690128375e-09
YML036W,YGR084C,5.362872812497699e-09
YML036W,YKL003C,2.2500334928565735e-12
YML036W,YPR166C,1.7616786501806203e-11
YML036W,YDR405W,2.9025593777445846e-13
YCR028C,YHL004W,2.8536328803447236e-20
YCR028C,YPL118W,2.5626903237020664e-18
YCR028C,YNL005C,2.985077954287023e-19
YCR028C,YHR091C,2.3731781995644312e-17
YCR028C,YLR069C,4.0921098440422465e-24
YCR028C,YDR116C,1.4228810365216225e-23
YCR028C,YNL284C,2.5337179814546146e-22
YCR028C,YDL202W,2.6804086231555067e-23
YCR028C,YKR006C,1.5708645265828632e-22
YCR028C,YLR312W-A,1.226801095598052e-16
YCR028C,YBL038W,9.021867061202389e-27
YCR028C,YNL252C,1.1730392475515556e-25
YCR028C,YNL185C,3.2609866379201737e-15
YCR028C,YKL194C,2.9363504612148856e-15
YCR028C,YKR085C,1.655372097975732e-20
YCR028C,YNL177C,5.160162586458997e-23
YCR028C,YOR150W,1.9845960816092043e-26
YCR028C,YDR268W,4.1934993179449607e-17
YCR028C,YMR193W,1.7602026927595585e-24
YCR028C,YGR076C,9.948370945219045e-23
YCR028C,YBR282W,2.6118256114136692e-21
YCR028C,YNL081C,2.4851569663066575e-22
YCR028C,YDR462W,3.8845970623714616e-19
YCR028C,YMR024W,5.404028381230665e-16
YCR028C,YKL138C,4.025213255988147e-23
YCR028C,YCR003W,4.5670184504765525e-21
YCR028C,YML025C,1.114924851575806e-16
YCR028C,YMR286W,6.299537505494227e-24
YCR028C,YDR322W,1.9386264118506933e-30
YCR028C,YBR122C,6.175053488707591e-17
YCR028C,YBR268W,4.838979892345045e-34
YCR028C,YKL170W,6.385763191376694e-18
YCR028C,YOR335C,6.166159664652627e-23
YCR028C,YML009C,2.90997964213156e-22
YCR028C,YBR121C,1.819392359988755e-16
YCR028C,YPL173W,2.723256614226722e-20
YCR028C,YMR225C,1.588013262043633e-20
YCR028C,YDR041W,3.845651979435271e-22
YCR028C,YJL096W,1.3862435542440626e-18
YCR028C,YER050C,1.6768177777987885e-25
YCR028C,YNR022C,7.408638467341972e-24
YCR028C,YNR037C,2.506342392634042e-20
YCR028C,YPR100W,4.864323023149927e-24
YCR028C,YKL155C,8.097462301798241e-19
YCR028C,YHR147C,2.425730087649055e-20
YCR028C,YGL129C,2.5639737605968914e-16
YCR028C,YDR237W,1.157138194340102e-16
YCR028C,YDR175C,6.056095838315243e-19
YCR028C,YJL063C,1.692087709037345e-22
YCR028C,YIL093C,6.48818570236878e-24
YCR028C,YJR101W,3.41330651397237e-20
YCR028C,YOL023W,2.444384884543201e-18
YCR028C,YGR215W,3.46840839240494e-27
YCR028C,YPL040C,2.3139803572825837e-17
YCR028C,YNR036C,4.576835161798868e-22
YCR028C,YMR282C,9.994122554063278e-17
YCR028C,YPL013C,2.6748364699469623e-27
YCR028C,YMR188C,2.3279795288822067e-16
YCR028C,YJR113C,2.2851369001951047e-18
YCR028C,YDR115W,9.637755940818693e-18
YCR028C,YNL306W,3.4428761850578025e-26
YCR028C,YDR337W,7.327087806519492e-28
YCR028C,YGR165W,2.0410503253926376e-19
YCR028C,YBR251W,3.986569295269649e-22
YCR028C,YMR158W,6.940908062849401e-20
YCR028C,YBR146W,1.809502509175732e-15
YCR028C,YPL183W-A,2.4633935299597787e-13
YCR028C,YCR046C,3.2420956856140347e-15
YCR028C,YCR071C,3.8072916299894183e-22
YCR028C,YHR011W,4.117076302776461e-20
YCR028C,YPL104W,5.0352234200278957e-17
YCR028C,YNL137C,2.4899685449348424e-14
YCR028C,YOL033W,8.515796133458577e-21
YCR028C,YPR047W,6.831156734027344e-14
YCR028C,YBL080C,7.437507882300172e-20
YCR028C,YOR158W,4.350068701113056e-23
YCR028C,YLR139C,8.985167744587192e-16
YCR028C,YDR347W,1.1004888417587907e-19
YCR028C,YDL045W-A,2.4701310333101467e-13
YCR028C,YNL073W,1.608040765164311e-17
YCR028C,YGR084C,1.425546535890606e-26
YCR028C,YKL003C,6.054229374102175e-25
YCR028C,YPR166C,8.970409352508245e-23
YCR028C,YDR405W,8.343611089566591e-19
YDR098C-A,YHL004W,2.1810768746632903e-09
YDR098C-A,YPL118W,6.274774477788014e-09
YDR098C-A,YNL005C,6.978913447142077e-09
YDR098C-A,YHR091C,2.1148283124716727e-08
YDR098C-A,YLR069C,2.9534422907318003e-08
YDR098C-A,YDR116C,1.1867705040913279e-08
YDR098C-A,YNL284C,3.884764954165121e-09
YDR098C-A,YDL202W,1.8567312132233837e-09
YDR098C-A,YKR006C,3.187389552294917e-08
YDR098C-A,YLR312W-A,5.6182276608751636e-09
YDR098C-A,YBL038W,4.419978161251947e-09
YDR098C-A,YNL252C,2.1427049023969857e-09
YDR098C-A,YNL185C,1.558876938645426e-08
YDR098C-A,YKL194C,1.4132252701415382e-08
YDR098C-A,YKR085C,3.4048985853019076e-09
YDR098C-A,YNL177C,8.326924150203752e-10
YDR098C-A,YOR150W,1.853395481532516e-08
YDR098C-A,YDR268W,4.617930038364193e-09
YDR098C-A,YMR193W,2.861070269588595e-10
YDR098C-A,YGR076C,1.5785857954142557e-08
YDR098C-A,YBR282W,1.6685437032037953e-08
YDR098C-A,YNL081C,2.477529736921724e-09
YDR098C-A,YDR462W,5.093450994309023e-09
YDR098C-A,YMR024W,2.654395636625395e-08
YDR098C-A,YKL138C,1.1301775071359543e-09
YDR098C-A,YCR003W,9.46316713879014e-09
YDR098C-A,YML025C,2.9741986651288244e-09
YDR098C-A,YMR286W,7.323693651528629e-09
YDR098C-A,YDR322W,2.7627615750702716e-09
YDR098C-A,YBR122C,3.3049283310049304e-09
YDR098C-A,YBR268W,3.107881951791569e-08
YDR098C-A,YKL170W,1.9563142217293716e-08
YDR098C-A,YOR335C,4.934021635705221e-09
YDR098C-A,YML009C,6.359647475306929e-09
YDR098C-A,YBR121C,3.1534039823810645e-09
YDR098C-A,YPL173W,2.285257494349935e-08
YDR098C-A,YMR225C,6.999669288632049e-09
YDR098C-A,YDR041W,3.6036846839948566e-09
YDR098C-A,YJL096W,7.350366981739853e-09
YDR098C-A,YER050C,2.3298077356237457e-10
YDR098C-A,YNR022C,9.310201498635706e-09
YDR098C-A,YNR037C,2.3592930276095103e-08
YDR098C-A,YPR100W,1.6325045759657542e-09
YDR098C-A,YKL155C,7.679425984008503e-09
YDR098C-A,YHR147C,7.270221313859793e-09
YDR098C-A,YGL129C,6.38955732767954e-09
YDR098C-A,YDR237W,5.5544893129422235e-09
YDR098C-A,YDR175C,4.098202222024838e-09
YDR098C-A,YJL063C,2.0360770847105414e-08
YDR098C-A,YIL093C,1.2897391599153707e-08
YDR098C-A,YJR101W,1.710015773426221e-08
YDR098C-A,YOL023W,8.635767101417002e-11
YDR098C-A,YGR215W,8.560889774855696e-10
YDR098C-A,YPL040C,1.547598493800706e-08
YDR098C-A,YNR036C,5.411309178526835e-09
YDR098C-A,YMR282C,1.981418051855144e-08
YDR098C-A,YPL013C,2.1096873581427644e-08
YDR098C-A,YMR188C,1.1464047489084805e-08
YDR098C-A,YJR113C,1.3500472961780474e-09
YDR098C-A,YDR115W,8.252661665153482e-09
YDR098C-A,YNL306W,5.206447717398532e-09
YDR098C-A,YDR337W,3.1643152542670805e-09
YDR098C-A,YGR165W,3.7410190500963836e-09
YDR098C-A,YBR251W,1.1264120303167147e-08
YDR098C-A,YMR158W,7.965685888677854e-09
YDR098C-A,YBR146W,2.745993832320437e-08
YDR098C-A,YPL183W-A,5.285633708496107e-09
YDR098C-A,YCR046C,4.236268669188803e-09
YDR098C-A,YCR071C,1.3222927641720617e-08
YDR098C-A,YHR011W,4.906309580832158e-09
YDR098C-A,YPL104W,1.971273366763171e-09
YDR098C-A,YNL137C,2.7697169002749433e-08
YDR098C-A,YOL033W,6.223580761854919e-09
YDR098C-A,YPR047W,1.085804246514499e-08
YDR098C-A,YBL080C,6.0230420650952965e-09
YDR098C-A,YOR158W,3.6392385993622156e-08
YDR098C-A,YLR139C,3.4719283004136514e-09
YDR098C-A,YDR347W,2.0213885676412247e-08
YDR098C-A,YDL045W-A,1.3844802637663634e-08
YDR098C-A,YNL073W,3.325383524099834e-09
YDR098C-A,YGR084C,1.0379031856189158e-08
YDR098C-A,YKL003C,7.164568494033574e-09
YDR098C-A,YPR166C,6.064009738793175e-09
YDR098C-A,YDR405W,3.1375428477531386e-08
YOR092W,YHL004W,1.324459262943369e-18
YOR092W,YPL118W,4.729932996900321e-19
YOR092W,YNL005C,3.813157040081648e-18
YOR092W,YHR091C,1.7680439521767784e-15
YOR092W,YLR069C,1.0669078735153837e-25
YOR092W,YDR116C,8.455726703651743e-26
YOR092W,YNL284C,5.480119217984258e-21
YOR092W,YDL202W,7.86474521465539e-21
YOR092W,YKR006C,3.1245484766005823e-15
YOR092W,YLR312W-A,1.0571751930371993e-20
YOR092W,YBL038W,5.0777423990815055e-22
YOR092W,YNL252C,1.7007061034194824e-16
YOR092W,YNL185C,1.1909742420570658e-20
YOR092W,YKL194C,7.264743618108943e-21
YOR092W,YKR085C,1.7736782671780335e-22
YOR092W,YNL177C,3.1945043398734496e-12
YOR092W,YOR150W,3.327138385779685e-18
YOR092W,YDR268W,2.7106052116949476e-14
YOR092W,YMR193W,5.116592981008368e-14
YOR092W,YGR076C,1.0347491795640217e-18
YOR092W,YBR282W,1.453189375473854e-14
YOR092W,YNL081C,2.880096884222417e-21
YOR092W,YDR462W,1.726955865919093e-22
YOR092W,YMR024W,5.711504415093928e-20
YOR092W,YKL138C,7.572008018587965e-18
YOR092W,YCR003W,5.399781106570226e-17
YOR092W,YML025C,1.0161192523719799e-16
YOR092W,YMR286W,7.947223100142429e-15
YOR092W,YDR322W,1.3819955748725934e-22
YOR092W,YBR122C,1.4737730157376502e-21
YOR092W,YBR268W,2.9405271955670476e-18
YOR092W,YKL170W,1.6649513672142853e-23
YOR092W,YOR335C,3.759808491019673e-14
YOR092W,YML009C,6.20421325966131e-17
YOR092W,YBR121C,2.385122264622619e-13
YOR092W,YPL173W,5.570955480781181e-13
YOR092W,YMR225C,6.621828085862091e-11
YOR092W,YDR041W,3.604231149645365e-11
YOR092W,YJL096W,8.119530727273654e-23
YOR092W,YER050C,6.587592944733918e-17
YOR092W,YNR022C,1.7250131961486022e-15
YOR092W,YNR037C,8.928659000302305e-15
YOR092W,YPR100W,2.9680024132033027e-18
YOR092W,YKL155C,8.907509935913764e-20
YOR092W,YHR147C,4.968399861717468e-19
YOR092W,YGL129C,1.2251741835343929e-15
YOR092W,YDR237W,1.8014304969466354e-15
YOR092W,YDR175C,4.5800080618387334e-17
YOR092W,YJL063C,2.3467154367807742e-21
YOR092W,YIL093C,8.955181041159221e-11
YOR092W,YJR101W,5.398241769772379e-15
YOR092W,YOL023W,3.8409452701726465e-11
YOR092W,YGR215W,1.1863656749900426e-15
YOR092W,YPL040C,3.062009810643311e-16
YOR092W,YNR036C,1.46128721161993e-16
YOR092W,YMR282C,7.931021117624226e-11
YOR092W,YPL013C,1.1085200417236446e-18
YOR092W,YMR188C,1.2963273672983234e-18
YOR092W,YJR113C,5.997823358848756e-16
YOR092W,YDR115W,2.145995918944807e-14
YOR092W,YNL306W,1.7148484765267505e-17
YOR092W,YDR337W,1.3354596732119157e-16
YOR092W,YGR165W,8.678129520878542e-20
YOR092W,YBR251W,1.3328431520419002e-17
YOR092W,YMR158W,2.0480230702155475e-19
YOR092W,YBR146W,1.4782544356358243e-14
YOR092W,YPL183W-A,4.353305982363054e-08
YOR092W,YCR046C,5.289369236929995e-15
YOR092W,YCR071C,9.796664781115643e-18
YOR092W,YHR011W,6.041862993336704e-25
YOR092W,YPL104W,1.3632709412438266e-15
YOR092W,YNL137C,1.1647160422538147e-15
YOR092W,YOL033W,2.1429052424310974e-20
YOR092W,YPR047W,3.1595600864141077e-22
YOR092W,YBL080C,1.0918759270281589e-17
YOR092W,YOR158W,1.070276866129349e-14
YOR092W,YLR139C,3.2763139532106245e-13
YOR092W,YDR347W,6.894993464245084e-19
YOR092W,YDL045W-A,4.39227367787765e-15
YOR092W,YNL073W,2.9659491845174713e-21
YOR092W,YGR084C,1.271513132617189e-15
YOR092W,YKL003C,2.356777569041591e-24
YOR092W,YPR166C,1.1172142269494598e-18
YOR092W,YDR405W,5.642281014540967e-17
YDR448W,YHL004W,1.9546606629290697e-13
YDR448W,YPL118W,2.621603367699012e-17
YDR448W,YNL005C,2.5801885540788015e-19
YDR448W,YHR091C,5.906031203434188e-23
YDR448W,YLR069C,4.6022965726909454e-20
YDR448W,YDR116C,9.782391373965642e-27
YDR448W,YNL284C,7.073160958846747e-13
YDR448W,YDL202W,2.0535314985590854e-18
YDR448W,YKR006C,4.843638794865509e-17
YDR448W,YLR312W-A,1.3765991013769963e-08
YDR448W,YBL038W,1.5858190543164413e-16
YDR448W,YNL252C,7.007909883751713e-17
YDR448W,YNL185C,9.707932289626467e-19
YDR448W,YKL194C,4.593721682419097e-19
YDR448W,YKR085C,1.808583690186198e-16
YDR448W,YNL177C,8.297411288336302e-23
YDR448W,YOR150W,4.165566090403535e-17
YDR448W,YDR268W,1.1666627663942108e-09
YDR448W,YMR193W,5.924597757605315e-17
