Gene A,Gene B,Score
YNL310C,YNL284C,2.1312625275715646e-10
YNL310C,YDL202W,2.8590668027517196e-11
YNL310C,YKR006C,5.841090111591285e-11
YNL310C,YLR312W-A,6.470330617958098e-07
YNL310C,YBL038W,1.3646015936080161e-17
YNL310C,YNL252C,5.401770142299256e-09
YNL310C,YNL185C,4.460918396828606e-13
YNL310C,YKL194C,3.9484088221186653e-10
YNL310C,YKR085C,5.370471794596647e-15
YNL310C,YNL177C,1.0277957329662968e-07
YNL310C,YOR150W,2.5738606836966937e-06
YNL310C,YDR268W,4.1970406317037856e-11
YNL310C,YMR193W,3.6737712871826034e-10
YNL310C,YGR076C,7.452384250070804e-14
YNL310C,YBR282W,1.0580847585898653e-13
YNL310C,YNL081C,2.9532113643426783e-08
YNL310C,YDR462W,0.0016522541409358382
YNL310C,YMR024W,1.0182932683102264e-14
YNL310C,YKL138C,1.0072494054103043e-11
YNL310C,YCR003W,2.1097004351822157e-11
YNL310C,YML025C,2.782658192757026e-08
YNL310C,YMR286W,6.858834240119904e-05
YNL310C,YDR322W,1.8433672643869414e-10
YNL310C,YBR122C,4.059617919605074e-11
YNL310C,YBR268W,2.350252366109377e-15
YNL310C,YKL170W,3.201650997652905e-07
YNL310C,YOR335C,4.096535610731422e-10
YNL310C,YML009C,2.2782276065669294e-09
YNL310C,YBR121C,5.2244871623363665e-11
YNL310C,YPL173W,2.97176969447574e-14
YNL310C,YMR225C,3.6859177043879754e-07
YNL310C,YDR041W,8.853958775034698e-07
YNL310C,YJL096W,2.1256181697063524e-15
YNL310C,YER050C,2.3222596212685168e-15
YNL310C,YNR022C,3.081859176745638e-07
YNL310C,YNR037C,4.858388358286447e-09
YNL310C,YPR100W,6.010464570493923e-09
YNL310C,YKL155C,7.274839910163811e-13
YNL310C,YHR147C,1.963893110634718e-11
YNL310C,YGL129C,0.00012865908502135426
YNL310C,YDR237W,5.162132606274664e-15
YNL310C,YDR175C,8.002735521923108e-17
YNL310C,YJL063C,1.982742622507716e-18
YNL310C,YIL093C,2.7574389169574e-13
YNL310C,YJR101W,5.55081053007795e-14
YNL310C,YOL023W,6.743242075835099e-11
YNL310C,YGR215W,1.3486342034449428e-13
YNL310C,YPL040C,2.80443602368452e-11
YNL310C,YNR036C,7.257498282342567e-07
YNL310C,YMR282C,5.276766801287636e-10
YNL310C,YPL013C,7.806707363888776e-11
YNL310C,YMR188C,4.2706247427304334e-07
YNL310C,YJR113C,2.3227473763820505e-11
YNL310C,YDR115W,3.4125133274720554e-12
YNL310C,YNL306W,3.201001035145045e-15
YNL310C,YDR337W,1.7985965428124473e-07
YNL310C,YGR165W,3.547254074999414e-16
YNL310C,YBR251W,2.2767994087291576e-12
YNL310C,YMR158W,1.1407825013520778e-06
YNL310C,YBR146W,1.6036534947194703e-11
YNL310C,YPL183W-A,0.15659862756729126
YNL310C,YCR046C,1.214703182483845e-08
YNL310C,YCR071C,2.823310162047843e-12
YNL310C,YHR011W,1.982918687901098e-16
YNL310C,YPL104W,5.964210791908897e-10
YNL310C,YNL137C,1.2608529331714635e-08
YNL310C,YOL033W,2.8167843491716527e-13
YNL310C,YPR047W,3.375242099701303e-11
YNL310C,YBL080C,3.0048317967157345e-07
YNL310C,YOR158W,1.8212553454287697e-14
YNL310C,YLR139C,3.9754345237923833e-16
YNL310C,YDR347W,3.786750824019691e-08
YNL310C,YDL045W-A,0.004504228010773659
YNL310C,YNL073W,1.019530415646841e-08
YNL310C,YGR084C,2.578672735412124e-12
YNL310C,YKL003C,5.504280191359623e-12
YNL310C,YPR166C,2.659070901245286e-07
YNL310C,YDR405W,6.52336054640136e-14
YBR091C,YHL004W,3.985810792528355e-07
YBR091C,YPL118W,0.002916813362389803
YBR091C,YNL005C,1.4942244774829305e-08
YBR091C,YHR091C,4.2278311407351055e-10
YBR091C,YLR069C,1.3587011515880931e-09
YBR091C,YDR116C,3.3668663945718436e-07
YBR091C,YNL284C,1.502060108238279e-11
YBR091C,YDL202W,3.734352276296704e-07
YBR091C,YKR006C,0.0005664177006110549
YBR091C,YLR312W-A,8.978682672022842e-06
YBR091C,YBL038W,7.17712402096421e-13
YBR091C,YNL252C,6.839051280849162e-08
YBR091C,YNL185C,5.087703147665934e-09
YBR091C,YKL194C,1.0704662850580249e-11
YBR091C,YKR085C,1.729921024207215e-07
YBR091C,YNL177C,2.296998369288872e-09
YBR091C,YOR150W,5.8075929700862616e-05
YBR091C,YDR268W,1.5289113308725177e-09
YBR091C,YMR193W,5.777029965514657e-10
YBR091C,YGR076C,5.653380341641423e-08
YBR091C,YBR282W,3.809498139162315e-08
YBR091C,YNL081C,1.278523398262621e-09
YBR091C,YDR462W,0.0003615164605434984
YBR091C,YMR024W,3.0356408387888223e-05
YBR091C,YKL138C,8.607057679910213e-07
YBR091C,YCR003W,2.5285518470696822e-11
YBR091C,YML025C,2.0294770308737498e-09
YBR091C,YMR286W,2.59205717156874e-06
YBR091C,YDR322W,1.114775716182237e-09
YBR091C,YBR122C,5.281844295268456e-09
YBR091C,YBR268W,6.277676989352443e-11
YBR091C,YKL170W,2.0296280212050988e-09
YBR091C,YOR335C,0.016478249803185463
YBR091C,YML009C,3.834189216123107e-11
YBR091C,YBR121C,1.211055860039778e-06
YBR091C,YPL173W,5.3071943284521694e-08
YBR091C,YMR225C,2.830759694916196e-05
YBR091C,YDR041W,1.8965651271685147e-09
YBR091C,YJL096W,9.175641935144085e-08
YBR091C,YER050C,3.688714445004848e-09
YBR091C,YNR022C,2.1722801193391206e-06
YBR091C,YNR037C,1.215124143527646e-07
YBR091C,YPR100W,3.730572979438601e-13
YBR091C,YKL155C,0.00012114281707908958
YBR091C,YHR147C,4.314964741070071e-08
YBR091C,YGL129C,8.615099744702093e-08
YBR091C,YDR237W,7.702622184524444e-08
YBR091C,YDR175C,2.1523238479838596e-15
YBR091C,YJL063C,1.764678131621622e-06
YBR091C,YIL093C,1.1914852393601905e-07
YBR091C,YJR101W,4.607644488174856e-09
YBR091C,YOL023W,2.8337430180158663e-09
YBR091C,YGR215W,2.1699259549574565e-14
YBR091C,YPL040C,5.6897220929386094e-05
YBR091C,YNR036C,9.913089161273092e-05
YBR091C,YMR282C,0.19457264244556427
YBR091C,YPL013C,3.0820654917107504e-09
YBR091C,YMR188C,4.823327135372764e-14
YBR091C,YJR113C,1.7875712728709914e-05
YBR091C,YDR115W,8.960684681369457e-06
YBR091C,YNL306W,3.6452587437452166e-07
YBR091C,YDR337W,2.7760382534380845e-11
YBR091C,YGR165W,1.9700225450947073e-08
YBR091C,YBR251W,9.52256828945508e-10
YBR091C,YMR158W,1.3080880307825282e-06
YBR091C,YBR146W,5.129068350595567e-11
YBR091C,YPL183W-A,5.769108247477561e-05
YBR091C,YCR046C,8.099922297333251e-07
YBR091C,YCR071C,1.407220895366379e-09
YBR091C,YHR011W,5.0107314131242475e-11
YBR091C,YPL104W,1.8000291674979962e-06
YBR091C,YNL137C,2.7809854145743884e-05
YBR091C,YOL033W,4.2854154252980337e-11
YBR091C,YPR047W,2.3431351081626417e-08
YBR091C,YBL080C,9.27634266246777e-21
YBR091C,YOR158W,3.506887835680317e-10
YBR091C,YLR139C,3.9357135506179475e-07
YBR091C,YDR347W,1.7078831682226792e-09
YBR091C,YDL045W-A,3.2579439146473987e-09
YBR091C,YNL073W,6.320246370705718e-07
YBR091C,YGR084C,2.1867541022402293e-07
YBR091C,YKL003C,4.1735225408956467e-07
YBR091C,YPR166C,1.844718711119242e-09
YBR091C,YDR405W,8.543443641428894e-08
YOR326W,YHL004W,9.753215596264297e-12
YOR326W,YPL118W,2.5603508202465264e-10
YOR326W,YNL005C,1.2591523384662597e-14
YOR326W,YHR091C,2.2210560213925534e-12
YOR326W,YLR069C,2.782474771423349e-14
YOR326W,YDR116C,1.7209616721257624e-18
YOR326W,YNL284C,2.396071188681681e-12
YOR326W,YDL202W,6.526668094863908e-11
YOR326W,YKR006C,7.151949588113382e-10
YOR326W,YLR312W-A,1.4540150061748136e-07
YOR326W,YBL038W,7.538065952553607e-16
YOR326W,YNL252C,3.8740319979746474e-11
YOR326W,YNL185C,2.3656845926645076e-10
YOR326W,YKL194C,1.3225928598842307e-12
YOR326W,YKR085C,7.874964572296737e-18
YOR326W,YNL177C,1.4923037383596238e-07
YOR326W,YOR150W,1.2459774323403394e-09
YOR326W,YDR268W,2.644537366869315e-11
YOR326W,YMR193W,6.680790035767936e-12
YOR326W,YGR076C,1.1894466531506276e-12
YOR326W,YBR282W,6.742136016146816e-11
YOR326W,YNL081C,7.091590335794873e-12
YOR326W,YDR462W,9.332730773834049e-16
YOR326W,YMR024W,2.18309126331917e-09
YOR326W,YKL138C,2.9734691390294636e-15
YOR326W,YCR003W,2.675887723208037e-12
YOR326W,YML025C,1.2745891581761315e-12
YOR326W,YMR286W,4.135757966021274e-14
YOR326W,YDR322W,1.0865746588312045e-16
YOR326W,YBR122C,5.455680366139859e-06
YOR326W,YBR268W,7.140659591398091e-11
YOR326W,YKL170W,6.269530521910843e-14
YOR326W,YOR335C,2.785940189653502e-08
YOR326W,YML009C,3.4297474371669523e-07
YOR326W,YBR121C,3.102818696421039e-11
YOR326W,YPL173W,3.0277264527998893e-13
YOR326W,YMR225C,9.490728203331855e-10
YOR326W,YDR041W,1.3345369254125217e-10
YOR326W,YJL096W,6.938282007306132e-14
YOR326W,YER050C,3.389169404377588e-15
YOR326W,YNR022C,3.201686623612553e-14
YOR326W,YNR037C,6.783626549378141e-09
YOR326W,YPR100W,6.31002663453728e-08
YOR326W,YKL155C,1.096277975453013e-19
YOR326W,YHR147C,3.4832269074560208e-15
YOR326W,YGL129C,2.966156487094196e-11
YOR326W,YDR237W,4.316327573139489e-10
YOR326W,YDR175C,2.3692949824294374e-08
YOR326W,YJL063C,2.4470923065678107e-09
YOR326W,YIL093C,0.0004451933491509408
YOR326W,YJR101W,7.675340363277883e-09
YOR326W,YOL023W,1.6971474681333476e-13
YOR326W,YGR215W,3.1353934205891054e-13
YOR326W,YPL040C,2.4628825454758863e-12
YOR326W,YNR036C,1.1872295369030894e-09
YOR326W,YMR282C,4.966868800693192e-07
YOR326W,YPL013C,4.4049270795602086e-14
YOR326W,YMR188C,3.2659369653131876e-10
YOR326W,YJR113C,7.793247713827611e-10
YOR326W,YDR115W,5.83721981341212e-13
YOR326W,YNL306W,4.3640536928740417e-20
YOR326W,YDR337W,4.3662386206566595e-11
YOR326W,YGR165W,5.536560987451367e-09
YOR326W,YBR251W,5.396710503610333e-14
YOR326W,YMR158W,2.785316723930009e-07
YOR326W,YBR146W,1.6839562513512596e-13
YOR326W,YPL183W-A,1.0186464294292819e-07
YOR326W,YCR046C,8.002248641503229e-09
YOR326W,YCR071C,8.810921285108686e-13
YOR326W,YHR011W,9.036825177055618e-10
YOR326W,YPL104W,3.8096245315267716e-14
YOR326W,YNL137C,1.2334964993865327e-10
YOR326W,YOL033W,1.2681268479752816e-08
YOR326W,YPR047W,1.519529085891591e-10
YOR326W,YBL080C,0.29806607961654663
YOR326W,YOR158W,3.746754642652839e-12
YOR326W,YLR139C,4.682358233781825e-12
YOR326W,YDR347W,6.254961826268612e-13
YOR326W,YDL045W-A,4.180097675998695e-05
YOR326W,YNL073W,2.3275999522427183e-14
YOR326W,YGR084C,5.300289016279408e-14
YOR326W,YKL003C,4.734736561151642e-11
YOR326W,YPR166C,4.323057055444224e-06
YOR326W,YDR405W,1.8946143265363702e-11
YDR296W,YHL004W,0.03040355071425438
YDR296W,YPL118W,0.1706111580133438
YDR296W,YNL005C,0.0001241483842022717
YDR296W,YHR091C,0.9943062663078308
YDR296W,YLR069C,0.010720138438045979
YDR296W,YDR116C,0.00015685951802879572
YDR296W,YNL284C,0.9996834993362427
YDR296W,YDL202W,0.33249062299728394
YDR296W,YKR006C,0.9990746974945068
YDR296W,YLR312W-A,0.0003969700774177909
YDR296W,YBL038W,0.28398430347442627
YDR296W,YNL252C,0.9716725945472717
YDR296W,YNL185C,0.9993076324462891
YDR296W,YKL194C,4.650867049349472e-05
YDR296W,YKR085C,0.9989902377128601
YDR296W,YNL177C,0.04079032316803932
YDR296W,YOR150W,0.2156892716884613
YDR296W,YDR268W,0.017080994322896004
YDR296W,YMR193W,0.9574141502380371
YDR296W,YGR076C,0.4869985282421112
YDR296W,YBR282W,0.47945937514305115
YDR296W,YNL081C,0.0029795379377901554
YDR296W,YDR462W,0.9998351335525513
YDR296W,YMR024W,0.6861353516578674
YDR296W,YKL138C,0.3312808871269226
YDR296W,YCR003W,0.011654965579509735
YDR296W,YML025C,7.357365393545479e-05
YDR296W,YMR286W,0.9971976280212402
YDR296W,YDR322W,0.9999990463256836
YDR296W,YBR122C,1.3590266689789132e-06
YDR296W,YBR268W,0.4181341826915741
YDR296W,YKL170W,0.061089951545000076
YDR296W,YOR335C,0.999991774559021
YDR296W,YML009C,0.46186426281929016
YDR296W,YBR121C,0.8860469460487366
YDR296W,YPL173W,0.9989393353462219
YDR296W,YMR225C,0.9547920227050781
YDR296W,YDR041W,0.9902616143226624
YDR296W,YJL096W,0.2538621723651886
YDR296W,YER050C,0.9996770620346069
YDR296W,YNR022C,0.999294638633728
YDR296W,YNR037C,0.9964321851730347
YDR296W,YPR100W,0.9994912147521973
YDR296W,YKL155C,0.0009756255312822759
YDR296W,YHR147C,0.23249681293964386
YDR296W,YGL129C,0.7741735577583313
YDR296W,YDR237W,2.622643114591483e-05
YDR296W,YDR175C,2.263258102175314e-05
YDR296W,YJL063C,0.8215247988700867
YDR296W,YIL093C,0.9759092926979065
YDR296W,YJR101W,0.0062346854247152805
YDR296W,YOL023W,0.31507062911987305
YDR296W,YGR215W,0.9991747736930847
YDR296W,YPL040C,0.9685839414596558
YDR296W,YNR036C,5.710281243409554e-07
YDR296W,YMR282C,0.00186969677451998
YDR296W,YPL013C,0.0058824908919632435
YDR296W,YMR188C,0.40701180696487427
YDR296W,YJR113C,0.050528500229120255
YDR296W,YDR115W,0.09932444244623184
YDR296W,YNL306W,0.00044553939369507134
YDR296W,YDR337W,0.9786851406097412
YDR296W,YGR165W,0.03232652321457863
YDR296W,YBR251W,0.6677191257476807
YDR296W,YMR158W,0.9857800602912903
YDR296W,YBR146W,0.016026711091399193
YDR296W,YPL183W-A,0.9805159568786621
YDR296W,YCR046C,0.9763951301574707
YDR296W,YCR071C,0.9466514587402344
YDR296W,YHR011W,0.10742343962192535
YDR296W,YPL104W,0.00018855334201361984
YDR296W,YNL137C,3.906103884787626e-09
YDR296W,YOL033W,1.0869219977394096e-06
YDR296W,YPR047W,0.24744269251823425
YDR296W,YBL080C,0.9920124411582947
YDR296W,YOR158W,0.015004645101726055
YDR296W,YLR139C,2.5374502499175833e-08
YDR296W,YDR347W,0.9999349117279053
YDR296W,YDL045W-A,0.264506459236145
YDR296W,YNL073W,0.000951338850427419
YDR296W,YGR084C,0.9531354308128357
YDR296W,YKL003C,0.00018116796854883432
YDR296W,YPR166C,0.001586800441145897
YDR296W,YDR405W,0.3671562373638153
YML104C,YHL004W,2.7803347180110904e-08
YML104C,YPL118W,0.000981577206403017
YML104C,YNL005C,5.249747303537333e-08
YML104C,YHR091C,1.052987666678995e-12
YML104C,YLR069C,2.2784145681242762e-09
YML104C,YDR116C,5.941902081474382e-09
YML104C,YNL284C,1.5807392061972791e-09
YML104C,YDL202W,1.2825117634562844e-09
YML104C,YKR006C,1.5592305007902652e-12
YML104C,YLR312W-A,5.582787210300921e-08
YML104C,YBL038W,5.960969495788504e-10
YML104C,YNL252C,4.2906352299212913e-14
YML104C,YNL185C,6.65177566361308e-08
YML104C,YKL194C,1.075074231027262e-11
YML104C,YKR085C,6.98889297129357e-12
YML104C,YNL177C,1.4991614893933303e-10
YML104C,YOR150W,1.2704552965203675e-09
YML104C,YDR268W,1.7176180183015033e-13
YML104C,YMR193W,7.516197408387326e-13
YML104C,YGR076C,5.672625455303837e-13
YML104C,YBR282W,1.8470898055511498e-07
YML104C,YNL081C,0.00029541811090894043
YML104C,YDR462W,4.952265264535072e-09
YML104C,YMR024W,3.934825798523889e-09
YML104C,YKL138C,7.107154033292318e-06
YML104C,YCR003W,2.1394905047600332e-07
YML104C,YML025C,0.00043804055894725025
YML104C,YMR286W,2.36014716392674e-06
YML104C,YDR322W,1.0440950881651645e-10
YML104C,YBR122C,5.457826968147117e-10
YML104C,YBR268W,3.6605065966004866e-19
YML104C,YKL170W,3.665290071452887e-09
YML104C,YOR335C,7.943643964836156e-08
YML104C,YML009C,8.875536416930174e-10
YML104C,YBR121C,1.8169606173356473e-13
YML104C,YPL173W,0.0010816457215696573
YML104C,YMR225C,1.2180951358686798e-08
YML104C,YDR041W,4.5967976802785415e-07
YML104C,YJL096W,8.642699403371701e-12
YML104C,YER050C,1.1312363535059128e-13
YML104C,YNR022C,3.4572276546565237e-15
YML104C,YNR037C,1.1880355486937333e-05
YML104C,YPR100W,2.2102722430084043e-11
YML104C,YKL155C,2.5750568966032006e-05
YML104C,YHR147C,2.621043573153292e-13
YML104C,YGL129C,2.911385308834724e-06
YML104C,YDR237W,0.00014625197218265384
YML104C,YDR175C,1.0033728015113041e-10
YML104C,YJL063C,3.4263694659308896e-10
YML104C,YIL093C,0.013418270274996758
YML104C,YJR101W,1.17947242684463e-12
YML104C,YOL023W,3.4286200545352585e-09
YML104C,YGR215W,2.3758697129287808e-16
YML104C,YPL040C,4.833540789839219e-10
YML104C,YNR036C,3.745045606962094e-09
YML104C,YMR282C,1.7901404135045595e-05
YML104C,YPL013C,4.485779084881063e-14
YML104C,YMR188C,5.775910999483713e-12
YML104C,YJR113C,3.3959546286155273e-09
YML104C,YDR115W,1.5174964618225317e-09
YML104C,YNL306W,2.5794918978583325e-10
YML104C,YDR337W,4.5990952912688954e-07
YML104C,YGR165W,1.1805561825894983e-06
YML104C,YBR251W,3.792692737647485e-08
YML104C,YMR158W,1.7724114276945757e-13
YML104C,YBR146W,0.0005764903035014868
YML104C,YPL183W-A,2.5861337515920013e-09
YML104C,YCR046C,1.9520845009890486e-11
YML104C,YCR071C,1.064330706901373e-10
YML104C,YHR011W,3.3034024734396317e-13
YML104C,YPL104W,7.349808015533199e-07
YML104C,YNL137C,0.001340050483122468
YML104C,YOL033W,2.4581698898629156e-09
YML104C,YPR047W,2.416792321824346e-10
YML104C,YBL080C,0.0009771935874596238
YML104C,YOR158W,2.186066922149621e-06
YML104C,YLR139C,1.4405813208995255e-09
YML104C,YDR347W,7.627534021059645e-12
YML104C,YDL045W-A,8.550942709462106e-08
YML104C,YNL073W,2.5973684262951303e-14
YML104C,YGR084C,0.00043599115451797843
YML104C,YKL003C,2.891749339983818e-10
YML104C,YPR166C,1.0572022546284643e-07
YML104C,YDR405W,3.9012538763927296e-05
YDL217C,YHL004W,1.5764044292154722e-08
YDL217C,YPL118W,5.401710762714673e-12
YDL217C,YNL005C,1.1223093851833732e-12
YDL217C,YHR091C,4.6262230157800843e-10
YDL217C,YLR069C,6.402650143400024e-08
YDL217C,YDR116C,9.68844338089525e-10
YDL217C,YNL284C,3.69156129276238e-11
YDL217C,YDL202W,9.936837159330025e-06
YDL217C,YKR006C,3.099902626257922e-11
YDL217C,YLR312W-A,6.679341107984627e-11
YDL217C,YBL038W,3.0015130381144672e-09
YDL217C,YNL252C,5.68889484131585e-11
YDL217C,YNL185C,6.018882059422026e-10
YDL217C,YKL194C,2.2655602394117125e-10
YDL217C,YKR085C,1.5321259885792138e-12
YDL217C,YNL177C,7.975001214965971e-10
YDL217C,YOR150W,1.0224700589946806e-21
YDL217C,YDR268W,1.2254084140295163e-05
YDL217C,YMR193W,5.06523165424988e-12
YDL217C,YGR076C,1.9339335688428605e-10
YDL217C,YBR282W,1.6635582369417534e-06
YDL217C,YNL081C,1.5930586927739854e-12
YDL217C,YDR462W,2.129007664608551e-10
YDL217C,YMR024W,1.2897224621610803e-07
YDL217C,YKL138C,1.5201696845767998e-10
YDL217C,YCR003W,1.297760093832423e-10
YDL217C,YML025C,1.6257624579907315e-08
YDL217C,YMR286W,8.253389291446034e-12
YDL217C,YDR322W,3.967062411902589e-07
YDL217C,YBR122C,1.5806993214351195e-10
YDL217C,YBR268W,4.235868197134196e-15
YDL217C,YKL170W,9.78155143688264e-12
YDL217C,YOR335C,1.5806507239700916e-14
YDL217C,YML009C,2.8490107408657428e-12
YDL217C,YBR121C,1.711146822109752e-13
YDL217C,YPL173W,6.045618172745293e-11
YDL217C,YMR225C,1.4346398418199624e-12
YDL217C,YDR041W,4.9025787769718665e-12
YDL217C,YJL096W,5.46513442140073e-12
YDL217C,YER050C,4.535326412126579e-17
YDL217C,YNR022C,1.1574456670881972e-11
YDL217C,YNR037C,5.534258489849064e-13
YDL217C,YPR100W,1.1450813103166917e-14
YDL217C,YKL155C,4.534237297692395e-13
YDL217C,YHR147C,5.844934758902302e-15
YDL217C,YGL129C,1.7056514187152594e-11
YDL217C,YDR237W,3.006006110695125e-08
YDL217C,YDR175C,2.762392758981491e-09
YDL217C,YJL063C,6.966358371239545e-13
YDL217C,YIL093C,2.1042066578047525e-07
YDL217C,YJR101W,4.003303019487793e-14
YDL217C,YOL023W,1.0961628049699357e-08
YDL217C,YGR215W,3.1440829939555215e-09
YDL217C,YPL040C,8.327463718593719e-10
YDL217C,YNR036C,8.105885407339031e-11
YDL217C,YMR282C,5.757357030233834e-06
YDL217C,YPL013C,1.6011675560184853e-16
YDL217C,YMR188C,2.09113268367922e-10
YDL217C,YJR113C,1.7380487804530276e-07
YDL217C,YDR115W,4.571870312886084e-11
YDL217C,YNL306W,2.6922760116394277e-15
YDL217C,YDR337W,2.961150755709241e-07
YDL217C,YGR165W,5.528195089199439e-12
YDL217C,YBR251W,1.9097199377426932e-09
YDL217C,YMR158W,9.571674744847988e-15
YDL217C,YBR146W,3.8195672402707714e-08
YDL217C,YPL183W-A,0.0023039160296320915
YDL217C,YCR046C,8.550640751003868e-10
YDL217C,YCR071C,4.0828049274743705e-11
YDL217C,YHR011W,2.096633089365696e-09
YDL217C,YPL104W,1.6167598460015142e-07
YDL217C,YNL137C,1.919148173712415e-09
YDL217C,YOL033W,1.7759554677559963e-12
YDL217C,YPR047W,1.4237898637858848e-09
YDL217C,YBL080C,6.0309097363179295e-15
YDL217C,YOR158W,4.329994851559604e-08
YDL217C,YLR139C,8.012216107591841e-14
YDL217C,YDR347W,2.3655899461516583e-10
YDL217C,YDL045W-A,2.241603169750306e-06
YDL217C,YNL073W,3.8029163693976964e-14
YDL217C,YGR084C,2.8561451231976127e-15
YDL217C,YKL003C,1.921417018546645e-11
YDL217C,YPR166C,1.0974419983877937e-10
YDL217C,YDR405W,4.371852264739573e-05
YOR037W,YHL004W,1.511368460938023e-11
YOR037W,YPL118W,3.0351659634250052e-18
YOR037W,YNL005C,5.010559675500126e-11
YOR037W,YHR091C,2.846227420416625e-10
YOR037W,YLR069C,2.5763186834679716e-15
YOR037W,YDR116C,2.4775786085491883e-19
YOR037W,YNL284C,6.7704882029975575e-18
YOR037W,YDL202W,6.349458922506011e-15
YOR037W,YKR006C,1.0276285031252108e-12
YOR037W,YLR312W-A,4.576847239282046e-17
YOR037W,YBL038W,1.1310193775461441e-15
YOR037W,YNL252C,8.410427736194048e-12
YOR037W,YNL185C,1.1665404198168972e-09
YOR037W,YKL194C,7.71531838417161e-10
YOR037W,YKR085C,6.643595454483922e-16
YOR037W,YNL177C,2.4453105327358724e-16
YOR037W,YOR150W,7.516398527890322e-13
YOR037W,YDR268W,1.8886312153774856e-16
YOR037W,YMR193W,1.7446590030415106e-14
YOR037W,YGR076C,3.1722295282124793e-14
YOR037W,YBR282W,1.4217666974292165e-11
YOR037W,YNL081C,1.8058840013657207e-13
YOR037W,YDR462W,3.127431581935458e-13
YOR037W,YMR024W,6.135211044102219e-16
YOR037W,YKL138C,4.265450406076843e-12
YOR037W,YCR003W,7.165899580804328e-15
YOR037W,YML025C,2.6296216315557785e-09
YOR037W,YMR286W,1.8376310195744594e-10
YOR037W,YDR322W,4.111889678710479e-16
YOR037W,YBR122C,6.82448516372159e-15
YOR037W,YBR268W,2.5264279664186605e-17
YOR037W,YKL170W,1.1138213561103644e-13
YOR037W,YOR335C,4.0270056733682225e-10
YOR037W,YML009C,2.3406876700689814e-15
YOR037W,YBR121C,5.909387295803894e-16
YOR037W,YPL173W,3.6451149677692557e-16
YOR037W,YMR225C,6.241913902050211e-16
YOR037W,YDR041W,2.0783943142921313e-12
YOR037W,YJL096W,5.389547496865419e-19
YOR037W,YER050C,2.131032192546965e-16
YOR037W,YNR022C,1.807492002029169e-18
YOR037W,YNR037C,3.8854777719094045e-16
YOR037W,YPR100W,1.5223552399159374e-13
YOR037W,YKL155C,2.1241267564444744e-15
YOR037W,YHR147C,8.873220626141876e-13
YOR037W,YGL129C,3.184917607423898e-11
YOR037W,YDR237W,6.392125327311926e-14
YOR037W,YDR175C,4.0816869740882555e-13
YOR037W,YJL063C,2.791810116420379e-10
YOR037W,YIL093C,2.1579680750671848e-11
YOR037W,YJR101W,1.7187460523114268e-16
YOR037W,YOL023W,1.0459961022335484e-11
YOR037W,YGR215W,2.763852514908738e-13
YOR037W,YPL040C,5.4409045561594225e-18
YOR037W,YNR036C,8.178623501607239e-16
YOR037W,YMR282C,2.703005874682418e-10
YOR037W,YPL013C,3.481046803468466e-16
YOR037W,YMR188C,8.437669914975951e-14
YOR037W,YJR113C,1.0744035883192282e-08
YOR037W,YDR115W,1.5442867789812969e-16
YOR037W,YNL306W,5.47024404939922e-12
YOR037W,YDR337W,1.3684490207666045e-09
YOR037W,YGR165W,1.328307602799228e-10
YOR037W,YBR251W,8.442656059123258e-15
YOR037W,YMR158W,9.645082042070152e-13
YOR037W,YBR146W,1.1746942936603777e-13
YOR037W,YPL183W-A,2.84014839424529e-10
YOR037W,YCR046C,1.731969057061633e-08
YOR037W,YCR071C,4.7726756318590747e-17
YOR037W,YHR011W,6.821251615445447e-17
YOR037W,YPL104W,1.6653011850154367e-15
YOR037W,YNL137C,1.334712420745848e-14
YOR037W,YOL033W,7.162972234938617e-16
YOR037W,YPR047W,4.91701185925111e-15
YOR037W,YBL080C,2.0414498271090903e-13
YOR037W,YOR158W,1.4103422206198762e-18
YOR037W,YLR139C,1.7743609248555003e-08
YOR037W,YDR347W,3.055341786864507e-12
YOR037W,YDL045W-A,1.1904039975974001e-09
YOR037W,YNL073W,8.285409627691594e-19
YOR037W,YGR084C,1.6234975654880534e-19
YOR037W,YKL003C,1.5953236322657838e-20
YOR037W,YPR166C,5.241204402450274e-15
YOR037W,YDR405W,6.00030997111034e-11
YDR339C,YHL004W,3.305219174881826e-16
